id,qA,qB,qC,qD
100458,65.0214110991,73.3106331608,71.0140862638,73.5545158008
100459,33.8907146292,32.1410236381,37.9372780263,31.7504931765
100460,59.9584843129,62.6492239579,67.6508818606,63.7533689949
100461,44.0619558196,46.9811807878,48.6918787662,50.4546529493
100462,38.7833742849,35.5485140699,42.7207931894,38.2136269311
100463,35.2215088294,39.5993026952,42.3262409539,43.2992969586
100464,50.6450946216,50.6440220545,53.6817711167,48.0579422251
100465,32.5070580954,14.9385671885,31.6489800832,35.6486891963
100466,70.215517917,75.7348760771,82.8435720749,84.62268145
100467,41.8026789313,45.5635715031,46.7652936379,46.0826750113
100468,67.5696770982,67.5696770982,67.5696770982,67.5696770982
100469,70.9453464625,70.5687110211,71.8109835082,73.2612558552
100470,72.4851231231,69.2781447267,86.3735355655,79.5942564644
100471,39.5326571972,44.8683016968,40.1027522508,48.1960306476
100472,101.716337282,100.55383923,104.326183223,91.2095741109
100473,79.9207002108,76.6099529635,81.7286506328,84.71610784
100474,39.4880769049,29.9590650039,33.1699368274,37.6608181783
100475,33.852720014,34.827946213,34.6617708483,36.0708645202
100476,100.057250913,100.772637704,108.398959559,108.874991039
100477,49.3717751189,57.5615886725,62.4062919206,64.8076007104
100478,54.7734761829,51.4507281792,63.0167262435,58.3704775394
100479,43.9551508418,40.7329175093,38.18850596,36.828474697
100480,99.1856210965,103.148623087,108.153416514,104.078135174
100481,45.3925329834,46.4129158346,48.1976012991,45.894564729
100482,74.7365586557,72.3013571854,72.3013571854,72.3013571854
100483,37.569134007,38.1566509238,35.9048583677,33.476710077
100484,65.652586708,62.2046417707,68.412968306,63.259361147
100485,44.5387842782,48.5565220861,53.8958701878,53.7695717334
100486,30.2576738522,30.126309164,40.58163248,31.623897178
100487,61.1677235077,61.413043228,61.0653692869,61.1677235077
100488,67.3775192987,68.4900993451,66.5320598534,67.4635354308
100489,85.1414969352,100.546919397,92.7600385937,91.7912475878
100490,37.6066720009,44.6006518575,44.7533897443,36.1855678016
100491,72.4993329885,71.2971062283,64.8511696324,75.9798592684
100492,39.3050135388,41.5978035359,40.0084248653,41.9999594524
100493,39.2073834784,36.730970603,38.2527139883,32.2754417813
100494,89.1150615928,102.552654681,93.0490416465,99.3930732172
100495,38.5096715873,38.2163717062,39.0234352683,39.224861801
100496,73.275523574,84.3656042286,78.4995950665,74.8217928419
100497,56.9262661518,51.2117478116,53.5324623552,57.7516763412
100498,51.0884722972,55.9738389182,56.8950354335,54.3976559161
100499,65.3295329498,60.0062829206,70.8076413372,64.6773599497
100500,39.2334230959,41.7569389862,46.1116827615,42.0588266819
100501,61.6477029887,53.6674635036,58.9758992624,58.5378984049
100502,70.0087822792,72.8594794053,73.6675831763,63.9498661925
100503,66.4339956319,76.7997414123,66.4339956319,71.9219501572
100504,55.2028682679,52.6001320106,50.986433086,58.9758059658
100505,53.8281460485,55.9800920103,54.3033476617,59.5865404991
100506,80.3593800206,68.2071690626,72.3660140495,71.0196915041
100507,46.0799220427,51.1317809766,44.3165819366,37.1292449063
100508,27.6321088547,38.6846337148,40.1016766689,26.1080479814
100509,88.6467620931,76.2709580674,55.2026531855,59.0314896121
100510,38.6217948083,38.8553948045,36.9154082875,38.5789457391
100511,33.2014617753,38.3338709631,39.7245270818,41.8913188561
100512,54.4357359467,57.5899615186,57.0306480326,52.7755119721
100513,35.3539860731,35.6063371306,27.6449603781,27.284927276
100514,87.8859892525,88.0694517932,88.0345237859,86.5609059593
100515,34.6599252818,33.1205185072,34.0238278115,35.2571651647
100516,51.6480423721,57.3430690433,52.7314289192,62.2757929682
100517,85.414286619,85.414286619,87.6555767151,90.2979039193
100518,79.2050815906,77.317485592,68.605200143,77.9853470961
100519,42.3416974443,41.2587011427,40.2085590418,39.8207925687
100520,73.645850986,72.8141627527,76.5296150379,80.1891055682
100521,40.1058885596,42.6514745951,39.6984484054,34.3535456048
100522,49.8847236799,50.0076900744,57.8628585619,51.9127611475
100523,76.460116711,79.6482412566,93.0292148369,99.4402603071
100524,33.4085148547,35.077579569,35.5392139688,42.0234151134
100525,62.0317052596,60.2510699737,59.780619792,65.0990030072
100526,62.1129519436,65.4387035246,69.5793030666,70.456610465
100527,47.0970691756,45.5839345505,44.5097593717,42.857562039
100528,39.9832891789,37.7633573788,41.4543785347,32.7175095861
100529,85.2452894727,90.8669503584,93.82234436,92.7377162725
100530,44.3277721462,44.9199031455,38.265903587,39.8509463675
100531,64.0390775791,64.0390775791,61.7796942205,61.7796942205
100532,30.7633562549,25.4820126724,34.1449596469,24.895176441
100533,50.4194461348,48.8295025486,51.8688000289,49.8992112644
100534,47.7118599972,47.7118599972,50.0904109545,49.7312000591
100535,67.1773509971,50.910986514,47.4716129473,55.2799391738
100536,34.0948396082,43.6316673318,47.2656793494,47.5402497013
100537,26.9153795503,31.7232253753,36.932805363,45.6595099986
100538,76.8583986074,67.5747600485,77.9105740089,76.0588067335
100539,39.2753377919,38.3642810345,46.8615589241,45.0457552017
100540,41.5377200238,40.5618281218,37.7770129626,37.1977601356
100541,45.1402959188,55.0118136133,54.2246762479,55.4353248679
100542,40.1584790174,43.4790201922,49.0754584896,48.3981948123
100543,32.8784765112,39.9682115606,32.4602655928,42.4520811691
100544,49.6126632238,47.7612952255,48.974220162,48.2959356401
100545,94.0336475004,94.0336475004,94.0336475004,94.0336475004
100546,55.6653858496,54.6252090971,51.3833458436,51.3833458436
100547,72.3878845334,87.1337702036,81.7317592359,77.6677493037
100548,31.7077369147,32.3352980255,34.4951791167,35.7284373344
100549,38.5402314466,57.4743922799,62.2759766901,54.4629102184
100550,28.9708686958,29.5475484524,34.1504400013,32.9357841847
100551,53.0073581152,53.8198076888,69.9205871314,57.1740217852
100552,29.4708279684,29.4397567268,31.3301701034,29.582299518
100553,74.8238095646,76.7057783811,76.6787329948,78.9435238019
100554,87.5429116444,87.5429116444,88.4003038364,88.1841037752
100555,27.2101411913,26.8879831809,29.8992380991,27.9337306367
100556,41.0191683089,43.0438353257,44.9018850927,42.6368032166
100557,47.1548929956,56.0457617058,40.1468382551,40.8069035243
100558,56.3404311919,62.9902831998,57.7542036735,62.6874902011
100559,43.8656999639,42.8274308775,41.3943248346,39.3436475866
100560,21.9375701131,33.7789262485,40.1916178918,31.9880035335
100561,46.3972520671,47.4387985936,54.3155550861,45.842498971
100562,54.8296724161,56.6229999312,55.9040011804,55.321296233
100563,66.5041646949,63.1259005016,45.8319934831,54.579011924
100564,63.8322754066,60.3346430824,59.3108218615,61.7950463043
100565,28.3923176349,28.046070304,28.623997675,34.3686412138
100566,36.3713575571,41.8441201518,46.8824873139,38.243224405
100567,61.1544804828,57.7524666659,61.1544804828,68.9613127616
100568,21.093792475,28.1872370569,20.2665499723,27.7802345524
100569,38.0045694264,39.5177998091,32.5429186256,38.7796116369
100570,130.834127335,130.461441858,133.888424701,131.598073866
100571,46.3284366461,41.7495352101,58.0602075667,58.0602075667
100572,58.8274842157,58.712677635,58.6670223828,61.0067390262
100573,51.5401127798,45.978841286,49.1016971349,53.936873972
100574,77.796976568,81.3482844968,84.7333527648,83.2606337274
100575,51.8395781688,51.5213650439,48.7163476537,44.0339657621
100576,32.3822758809,33.7104078131,33.6041929283,32.5597478896
100577,90.4388939942,90.4388939942,90.4388939942,86.3076234742
100578,50.049190743,60.6904915602,45.3994388916,56.1286401801
100579,32.0521734441,38.4015765062,32.6580613282,37.2677909671
100580,66.9625753629,70.3574333186,74.5883273909,79.5382959728
100581,31.6592891832,29.9464750398,28.8280166545,31.2694718794
100582,21.5147914558,19.5104068094,19.2314010184,19.9230016051
100583,75.5019680421,70.7626527353,68.9753462121,77.4605614345
100584,50.3869562682,61.2383074265,53.9799781181,58.575268888
100585,111.040365824,117.694677474,118.308029187,118.586518572
100586,36.3900296497,34.9045758171,36.1482164858,35.4055860001
100587,47.836083485,50.8563665436,66.2415353874,61.0525974901
100588,46.0441844019,46.255398053,50.4022492752,49.9906061123
100589,50.8928999886,41.9939071316,39.5021742286,34.9172042096
100590,41.2491072707,45.2534142477,47.8732723127,44.6678187829
100591,46.395348802,52.3280522479,45.5815310568,48.1205401706
100592,38.2283698957,33.7300310244,31.6934537015,37.649518034
100593,27.3228587063,27.5459153348,29.1194066935,33.9491215253
100594,58.8333602445,54.4888507706,57.4415098343,48.5423310934
100595,78.0537308086,76.8504322513,80.0632876652,80.0632876652
100596,46.4237512871,48.9238301154,48.5285994854,47.9856727622
100597,23.7991794413,25.8506122665,22.993781465,26.2987634571
100598,26.661220443,31.6641838401,30.5380880251,31.7917242699
100599,33.683013186,38.0610929084,34.6265601169,35.9550859393
100600,58.7203350115,51.5589353918,56.0441310626,62.9463821427
100601,67.5852869585,65.7026954742,65.7026954742,65.7026954742
100602,46.7725942406,45.4001867013,57.4671652472,50.3471004637
100603,58.685511523,55.3915059936,53.2498881377,57.5166031768
100604,31.4740714105,33.9310481427,42.2668888886,36.4818514164
100605,44.7228144808,28.905649405,36.4871843899,31.9135810452
100606,52.2664548435,49.2706281377,51.831347558,50.8674471424
100607,30.4128073227,31.8863531762,33.6133464844,38.0812381772
100608,38.4265735832,31.3109359398,32.0872100909,33.4345022454
100609,113.502727036,113.883963429,122.307735018,126.594062877
100610,60.2359213706,54.1234985339,61.4460055716,59.977661765
100611,36.6229520553,34.5389343053,35.8052350563,36.4475982637
100612,35.4502009716,48.0416410729,40.8980140457,39.2134226228
100613,72.9611694014,71.7624869522,73.3501407136,76.0994575279
100614,73.4071337584,74.2010642817,69.9000909347,76.0010964002
100615,61.8380332063,65.5548386563,78.3634655687,69.243534632
100616,84.200145351,84.5725790457,82.6274637209,83.0825726677
100617,73.2358988833,65.2525037215,66.1663552547,63.2385214168
100618,56.4619790398,52.7696725837,59.2516010729,67.5414062827
100619,48.7478038362,51.6211003435,58.2466531602,54.5756927325
100620,42.9897815474,39.0219747893,42.6079447437,40.9525942543
100621,80.1556435358,76.304520967,69.122732775,68.994886143
100622,75.9858438108,75.9858438108,75.9858438108,75.9858438108
100623,88.0394136925,89.1929697716,83.8794034947,98.7222068345
100624,63.5035144103,58.8356275643,68.7243244749,63.2824224204
100625,64.5774702336,66.2406861429,63.5989858029,62.2421968179
100626,56.8741624578,60.8828474887,59.4383240327,56.6867803441
100627,72.8917029011,85.121267149,84.8556567187,84.9965164183
100628,43.1552602994,41.7762531123,41.1831556351,37.8112321422
100629,40.9931162526,40.9197502466,45.788102604,39.9507609226
100630,47.7275609791,47.7275609791,33.4014067939,39.8366312351
100631,38.97010805,39.8497339558,42.2249317917,35.3976696093
100632,34.20143437,33.0184580744,36.1153922333,35.538693194
100633,83.1533229994,76.8070621055,59.5963323768,62.8251830174
100634,60.0900025976,62.4241638961,64.0510593317,59.5057575955
100635,121.005055772,131.314774624,119.938715761,125.78215648
100636,48.7949569396,38.579506016,55.9374291375,47.6044589208
100637,59.0325454168,66.356000166,59.0816529855,69.2443765411
100638,67.5842384715,61.0771307398,70.7641363308,66.1649639491
100639,37.9173899868,38.3841613653,37.6415688552,32.6007403438
100640,44.2714323366,45.3072515233,47.6035847751,57.2109885649
100641,78.4695245813,83.8341843562,85.1741069717,79.8364324396
100642,89.3201265192,88.7693196482,92.8008799777,95.2995216624
100643,37.3870362922,35.651575534,40.6012873132,36.9686746141
100644,49.033341314,48.6609009785,51.5912901357,39.4250757786
100645,110.962085292,118.312396037,110.962085292,110.962085292
100646,39.3107411277,55.7048260954,37.7268243827,45.9777735639
100647,92.1367184581,92.1367184581,88.9090728715,88.9090728715
100648,29.7269824963,25.5605203231,21.8551419961,25.6430435832
100649,43.5470356241,42.0080997942,53.8276957645,45.9406757902
100650,51.9858086,51.8342555554,52.3595085408,51.3959276294
100651,28.2860517904,30.6967240373,37.3747800518,33.7643631721
100652,77.2645896871,94.2748720889,79.8243726104,89.5769061202
100653,100.727158884,100.295726299,91.592968019,115.775356097
100654,69.3559015418,67.6621328291,67.5979188282,70.3739902354
100655,54.1991588428,65.3567488238,50.8749333403,59.2570425103
100656,58.2885638452,60.8762406533,57.8885576562,61.1667546218
100657,47.0335614903,48.6826376008,48.9287310061,44.1762435355
100658,44.4470915637,35.0217104778,41.5535037121,41.1397832735
100659,37.4851477635,38.3156878672,37.7726106731,46.5417386991
100660,41.0249011514,39.7043917157,37.1980656519,37.0191971766
100661,64.0540547627,61.3411557436,53.197993471,61.5058535791
100662,84.5752981867,77.0076529071,70.382328009,77.9176773749
100663,47.2963582039,37.5701606792,36.6003889439,44.9589488448
100664,29.9033131289,37.6159180278,25.2715732313,36.4249451289
100665,38.8044739215,41.4244403772,40.504793481,39.7439603784
100666,48.6278727916,48.6278727916,48.6278727916,48.6278727916
100667,52.6943730433,55.6226162561,51.1210929863,59.9040823967
100668,18.3755443444,18.3755443444,20.871446756,20.6812543849
100669,62.5848598464,60.5394803293,62.711685349,58.1170524906
100670,32.6476897081,34.3802163738,39.8939956998,38.8800453662
100671,71.960347993,82.8564407076,77.2959542878,85.165550718
100672,60.9867468441,57.5396273625,58.1576639599,59.9602594229
100673,33.2871444538,25.7756275971,30.3863363675,26.4780233442
100674,54.0358684142,39.387966508,61.7907452199,62.6871538882
100675,61.8356558016,68.1678892236,58.1987004804,60.0802757753
100676,98.3570640669,98.3570640669,101.195524895,101.195524895
100677,94.9202317531,103.454368674,97.5706517821,94.7630203407
100678,88.6566762275,88.2471336203,88.1818695394,88.5186736054
100679,69.7132897756,78.3019362001,74.1545218361,70.0153015784
100680,74.7192229826,74.6276185681,68.957281132,79.5783413014
100681,38.5935772609,47.0370003244,39.1305252695,47.978696657
100682,42.3890672644,45.4549699892,46.0412632609,47.0956156747
100683,38.1809697413,38.7122553432,40.499346395,39.0597698787
100684,60.3061844922,57.082858097,65.5336768831,63.6041602921
100685,64.2643925428,70.4321755263,68.1322153132,66.551084644
100686,59.2351799797,57.4522743739,55.5455316382,53.5007789876
100687,64.1061384129,63.6559209561,62.497413317,57.1780722406
100688,50.1321398405,48.8192599941,51.0795507685,49.5748465298
100689,56.6046470709,56.594434601,49.4243537515,54.1835514642
100690,62.0793164339,64.552660873,66.5634567555,66.5634567555
100691,57.6743101757,63.9498412355,68.3617320764,61.4726487912
100692,39.7033458414,39.8748929124,40.6278034978,41.26494364
100693,35.6120243766,45.8296344143,37.9272045583,41.9179319072
100694,36.2696640326,38.9537087416,36.9778249786,28.6093000546
100695,37.8828725554,39.3462336216,41.6638855506,42.8015048983
100696,39.8401591155,46.7317072005,34.43793586,46.7097589655
100697,23.5988091591,27.564032903,28.1146614619,24.0593294235
100698,50.2799242976,59.231494303,46.0875747922,56.7846776922
100699,88.95019566,68.4620265245,70.90822272,63.9155989034
100700,24.5620253348,26.3095170842,26.0035491132,26.3095170842
100701,53.7507890877,55.3856967867,57.2325259887,55.0709306681
100702,44.3413741052,45.2850249503,39.8498742399,39.8498742399
100703,60.6154466722,59.5989029416,63.719507303,61.4355493255
100704,29.0926406368,30.8238398108,32.143660408,30.2314756156
100705,65.0832844072,68.3970375984,69.8151064909,72.5491644702
100706,57.2888538663,63.8996122892,82.7100559977,64.112643331
100707,38.8001803711,38.8995422599,41.2464883211,42.1922277446
100708,39.0224399945,41.6605759302,37.3581238458,34.7343393231
100709,57.8681852036,50.5200227441,55.0223884501,56.3576173386
100710,57.9121005453,58.979838369,57.6594669411,59.1048667169
100711,55.5626427459,55.5180519944,58.4055496037,54.6597914274
100712,54.7561407843,54.9127011916,64.6920898059,60.4269479767
100713,48.0051829731,50.7600471005,50.1101131152,50.2466912388
100714,51.0006381882,61.1141847936,69.5408185878,62.5583904504
100715,47.1861175063,47.633513757,39.2891039998,48.8470626117
100716,66.3444356303,64.0658694444,60.7226147441,58.2215428032
100717,66.7920531041,70.3339168681,69.9396026283,69.3193867825
100718,39.3098276077,39.1586603813,47.1670241891,40.6537080409
100719,57.1531418671,60.481120009,57.1531418671,59.6764968509
100720,58.6113778923,71.4733540672,57.4234432574,82.0385073877
100721,81.0122949528,65.370074174,65.370074174,65.370074174
100722,43.0017600056,41.3392950913,48.233543613,63.3374905203
100723,72.0871740452,68.1736912494,72.2585149992,66.3280875756
100724,66.1318636102,70.1349591964,50.9641130376,53.3750874764
100725,81.3484021765,84.7230441104,72.0926332733,65.8570660914
100726,44.4038020657,43.6643644834,41.8847367989,41.7627901883
100727,27.7036251783,30.9127204882,25.9650272486,29.6900805451
100728,52.3022695098,49.1350900714,49.0678102929,45.2836681392
100729,37.2639596494,36.5229856852,38.5378743886,42.6978628741
100730,84.3152349192,84.494446054,83.3234626398,80.6043234014
100731,24.3768667334,25.302489063,23.2102132237,22.8542198467
100732,29.9457095183,29.53697859,30.5996348668,29.0023616815
100733,41.4931201805,45.3056477348,44.6849024544,41.6861258559
100734,46.2538429117,37.6272701546,50.3103065326,46.7500982462
100735,51.4328822068,51.4328822068,55.4553096068,51.7818682736
100736,48.1317817244,61.5438394977,50.7705186596,51.4178855793
100737,41.8872268925,43.6975326749,40.6981356183,33.7051715875
100738,61.5664828119,61.4532448093,54.8783569183,64.5211678067
100739,57.2144405743,60.8562348324,57.5177215384,60.5517757775
100740,54.9622671183,44.0536340277,46.0696598842,56.7230158982
100741,116.760032296,133.317578636,116.422751732,119.529522592
100742,28.6452531084,37.0471214295,33.9263146925,31.0940210558
100743,60.0533742174,52.9358885553,55.7083045475,54.9501122347
100744,112.387700553,108.076899446,110.670213417,116.685464921
100745,34.8266140566,35.6599980188,31.8569228221,30.1465950375
100746,59.1815701494,58.9458060498,53.9210664275,53.3332092631
100747,57.7221665114,63.0093106748,67.097035291,66.6640321126
100748,65.5979323847,61.6959758713,59.2353952553,59.2353952553
100749,41.5219976676,37.8371238904,37.2383149571,42.9150044766
100750,41.3815035041,49.8887070887,36.8684589101,37.2881659745
100751,29.382055471,33.7721344975,40.8126460076,38.3320057156
100752,33.1040055099,41.2699890998,33.1040055099,33.1040055099
100753,68.360242301,63.1023315152,57.7982540267,58.6908928943
100754,29.0783494363,29.9038092175,22.6061847489,24.1122602003
100755,139.941535829,140.26944377,141.836189524,150.525801722
100756,100.6633485,104.538881519,100.6633485,109.735057397
100757,76.3114082302,77.9657950483,68.9009843334,80.9067840969
100758,29.1170817511,27.6712878228,27.3105856873,29.3737196329
100759,81.8202745036,75.2832760856,86.9341373527,75.2832760856
100760,59.9147378906,54.3534487248,56.9725253035,57.4094224453
100761,59.2807154343,60.1200923227,51.1586461615,69.17220586
100762,51.4168969134,48.4895390313,45.2266517207,45.2266517207
100763,116.968336893,132.149493148,118.695845562,124.349765954
100764,37.5630668547,31.8668603939,24.9748877748,23.4611062423
100765,37.6801389514,28.2329492252,41.1843901492,27.9880081904
100766,63.0544128138,63.2671464615,63.0544128138,63.0544128138
100767,52.0467666903,48.5859895268,53.2332370395,48.5859895268
100768,46.6708836495,47.2499777201,40.6645588023,50.4010966491
100769,40.931681308,37.0356712027,41.5691791755,45.0615672293
100770,23.1310339117,22.2283148343,22.7574634826,26.1153478478
100771,65.2848815256,72.6038262886,69.9540976606,66.6143645699
100772,46.5235942291,48.0934206834,50.6061375543,46.8504442685
100773,27.0011150875,36.2750839778,30.4059382311,27.991858368
100774,50.4295946423,58.6781609943,50.8638285396,43.3205112958
100775,43.5246433465,44.4455254904,46.7709649078,47.9717220477
100776,86.089156426,88.773058951,79.0609213381,79.0609213381
100777,29.2552526566,27.4513723772,24.6003915465,26.4022519597
100778,64.004527754,62.0811069795,73.4932200537,78.693794371
100779,71.9528326943,69.6679826207,70.7319907511,72.2882604984
100780,56.4143286882,53.3335347573,51.9443975145,49.1871370557
100781,57.9383921236,67.0082334725,61.1221776555,58.576170242
100782,36.6067912061,34.9144531844,27.8828435173,33.0485159239
100783,49.2747215606,49.2747215606,49.2747215606,54.112476398
100784,53.8775455231,55.0673310285,60.0838671157,54.852894949
100785,66.8008689516,70.2045216357,66.8008689516,66.8008689516
100786,50.7921463706,47.7018750371,49.3783743761,55.4828200057
100787,20.6301929912,21.1268568107,27.9844262573,28.5017844027
100788,66.2057542389,61.0179610883,60.1812030975,55.4131695581
100789,47.50630656,48.6134423202,51.0074241037,47.6913334303
100790,65.7742279252,62.0741381411,60.0508701988,62.227852748
100791,27.0530426999,25.8936354597,29.1260517809,29.2063537269
100792,76.0756701242,79.5688830131,73.3583936828,62.0689333211
100793,31.6569789755,32.3950224687,27.3235992458,28.7555987697
100794,37.8998445874,37.509379731,39.545446114,37.7838396252
100795,51.6669138681,53.9737534152,57.3140560095,53.9863823319
100796,54.0825172656,60.1734165723,63.6807373707,61.6281079571
100797,31.1385289559,30.0355301138,29.5672138748,32.8643562838
100798,66.7156441947,69.6377302266,62.4835492979,58.7318469772
100799,50.2643661642,50.2643661642,59.4552271831,60.8183369702
100800,48.189746038,40.5821705436,45.6573907395,40.5665709311
100801,30.4908895613,33.8254768774,28.4196323747,30.8277509606
100802,46.8177651403,35.6913595686,42.0713003387,49.9047160798
100803,27.6215576714,37.2952896698,36.040445104,40.7444504297
100804,45.056612639,58.3481733173,39.9394072264,42.3240317945
100805,69.2215628318,66.163295258,79.5580041484,75.98296872
100806,44.1322081804,54.5131707727,62.9715807656,54.3379099216
100807,66.4832777889,69.9614371907,69.0360580083,63.2914615074
100808,19.4852080292,16.8854782981,17.1335355286,15.6398028562
100809,44.1921866361,45.2854792585,48.2857831496,44.994957808
100810,30.4567402277,31.3730864092,30.9626503463,29.8524336541
100811,28.2145305716,28.184410159,32.0226607017,26.7049271511
100812,36.8585921406,31.2841180502,30.2790467711,29.8932319306
100813,66.0017323915,63.6225538609,65.940802379,70.9986866889
100814,62.7629628885,62.3786175844,61.3265948538,62.5928975794
100815,54.833397512,55.851394663,57.0853786476,58.8580865224
100816,27.242238342,27.316062025,25.2257361198,27.1033784803
100817,56.4362727403,55.6141660389,53.068246782,55.9106419323
100818,57.7648103299,67.3040908952,71.1977122045,70.7774659729
100819,30.1968739918,35.5121865531,37.8054927541,27.9671982606
100820,71.9063968888,68.6013363245,69.9161833678,64.7588236486
100821,67.2619534897,69.2653555136,64.683364242,62.8398691147
100822,61.7311416023,58.851887247,63.1859573794,60.8435015819
100823,50.7241769342,58.8940633796,59.9199787275,63.4180769677
100824,41.5098971065,41.0977357151,39.4640009425,37.9899561052
100825,44.015085185,40.4240027584,39.6485249682,35.8458266317
100826,62.0985444229,69.0025676046,66.446335153,83.3060855782
100827,78.3151025181,73.9725471225,78.967322009,81.462253643
100828,59.3309555385,59.557166981,83.1765557145,75.3777411508
100829,71.1116378945,69.7549882319,71.803980497,69.7549882319
100830,39.063513024,36.0937160094,36.2118086819,42.1949203825
100831,71.5992621165,71.3198580217,61.1082562484,82.5267349597
100832,37.9432326785,40.198757284,37.0332570987,38.9281196586
100833,55.3441788088,55.716131858,52.35802554,54.2678374079
100834,50.5435224432,41.7549476956,52.4016472561,44.976532023
100835,27.1816678469,27.568499382,28.6404174386,28.1310846081
100836,39.0214023676,41.1234724804,45.4850235849,40.5066226305
100837,50.1525330764,48.2967222776,41.1143358508,56.8985437966
100838,48.6606310527,48.6606310527,60.890287115,52.7684076257
100839,27.2956561082,30.5520967827,30.5440546542,29.6332705955
100840,59.0271343079,59.0271343079,59.0271343079,59.0271343079
100841,37.8265974522,38.342865431,30.2589795768,43.6835513846
100842,36.9299448296,33.2303634392,42.1946832987,41.3856526049
100843,36.435306172,34.9860515303,34.3803998916,37.415470455
100844,57.7930105845,66.9187110759,56.3933121562,61.7870834646
100845,95.7947875852,93.3318588085,86.7672951363,111.93293561
100846,38.8237533968,36.8533134633,41.2430867793,45.7844504984
100847,35.6803443486,37.2905133633,39.1485153135,38.3039364732
100848,39.3584690778,40.7974115507,37.7614606339,42.8468998808
100849,58.733079739,57.7386198199,56.2574421306,57.4168844802
100850,57.1992525481,57.236870067,57.236870067,52.0247892109
100851,43.9633864548,41.9270652431,47.2580324473,47.7976485577
100852,60.2603005551,49.7895235712,46.5340786658,47.7674211274
100853,57.8889292187,71.2627113045,54.3707287198,62.1273359523
100854,64.8489414762,72.0793339376,71.7301018426,65.501840832
100855,58.3264393199,59.3557072057,55.0176580758,60.1394213033
100856,32.4053388169,37.8654132945,45.3615973052,38.2572248418
100857,97.2606954378,97.0747699874,103.861382444,92.1680992629
100858,75.1265916874,73.1854229056,79.0750837582,76.6610489086
100859,46.9029311373,46.9485298545,43.7690569094,45.4176395918
100860,57.6982970626,52.9469578821,70.9096196239,70.4873627466
100861,56.2351506939,58.0290318977,55.1274053249,73.7267287093
100862,82.6276851399,93.1897202633,69.4693393359,75.6077013791
100863,64.0055982614,62.4642820431,62.8756782342,64.9167040432
100864,35.8684784362,37.0241547441,34.9913482807,36.1470245886
100865,27.8951242542,42.0231334842,45.3866691082,55.5999509697
100866,36.7746367179,42.6193301555,44.2698858939,43.9935605375
100867,26.6119848565,22.5937403553,22.1510428366,24.0903093671
100868,37.4160616163,43.0665393503,44.0080046966,42.12005652
100869,67.394141414,69.0469091589,68.97132333,68.4111399159
100870,27.1330463265,27.5018129716,24.1299123806,26.6627781837
100871,58.4557259548,65.606697256,60.8844355449,52.5913562313
100872,28.6253360045,28.6253360045,28.6253360045,28.6253360045
100873,69.5575488674,72.2194771843,74.1921811161,72.7634780944
100874,42.0390234668,41.1045891075,44.6361107879,43.7723901257
100875,37.2923968536,37.6570601506,35.518634446,40.4497189747
100876,52.2028786933,52.8007115784,49.7600427503,56.6815781924
100877,49.2234505185,53.1205474495,60.6453464308,43.8476354469
100878,32.288102882,30.7739752399,29.2270830199,31.9867795649
100879,65.8178186158,56.7983934159,73.2910826364,69.4534526041
100880,54.833598136,53.0060012317,55.7883106408,59.0388963708
100881,83.5432508456,81.3887070738,84.1500493569,81.4814456792
100882,92.2592661288,92.2592661288,92.2592661288,92.2592661288
100883,56.5890507106,52.0623019225,50.8634699525,53.4653889532
100884,22.6076413129,27.3866975046,26.1180625145,28.1008618637
100885,50.6745277329,57.5239521899,60.9275959461,48.5155169234
100886,70.2019736802,80.0355694449,68.0055873041,72.9396156203
100887,60.9048943032,74.6550396099,72.2326433543,72.0600421067
100888,69.7791322801,68.347581701,70.7978321854,69.3662816063
100889,65.6542163835,69.450122189,81.8415550847,80.7884319636
100890,44.8638102872,49.5552243102,52.5711743642,54.6017881804
100891,42.7588556429,36.6806075659,52.9455417103,48.7805577374
100892,46.7652413396,60.5157269226,57.0497353291,55.7409022566
100893,64.4732216809,58.0855588787,64.3871511578,68.0039652261
100894,30.6462219958,27.3841812229,29.3973320821,24.2451476484
100895,37.58563752,35.2001023751,45.2514834366,40.0023547957
100896,46.9842233565,50.6949810061,50.0583737705,58.134439847
100897,55.0827843572,71.8275710552,63.7442496945,66.1303065058
100898,50.5697776482,51.016868093,58.3256377007,54.1788817414
100899,26.3622672299,26.612404265,24.3362846379,26.0353567737
100900,103.171719529,102.042570494,104.024096876,101.235780569
100901,27.9829663567,28.8454999472,29.0898173068,31.6732813542
100902,84.7548260008,84.3435495661,89.9543060884,86.6812380428
100903,27.3162641255,29.3599751947,27.2748750486,28.5935185343
100904,30.3670584979,27.7921112078,27.8367055669,26.4254867158
100905,27.7606493443,28.9955330974,30.0056164027,29.2656046612
100906,55.7333590403,50.5187364693,50.5187364693,50.5187364693
100907,37.7588710979,43.8439239101,36.6403096845,36.851323105
100908,51.6797286035,50.4086159172,57.556941738,69.118702759
100909,63.4834240683,64.2437637127,62.9342432304,60.7180017457
100910,134.712292893,131.36704134,135.374824831,140.977556559
100911,32.7700806886,33.2117286471,31.4727745852,29.43955956
100912,35.995566405,36.3342697127,38.8992902148,40.8595703824
100913,49.0409620685,52.2147910017,45.7656349586,46.6330715675
100914,37.1021867845,37.9531777041,43.8333161499,35.4442908043
100915,38.0892776178,35.4869326386,36.9419563648,45.5399675834
100916,51.4988068317,55.7417808167,58.9207057382,57.4311402189
