a,b,c,d
6.755913411635870602e+01,2.622110288521263328e+02,1.028608213848144146e+02,2.015956700197086207e+02
-3.769051626541964595e+01,8.059088274861622381e+01,1.023330114929676711e+02,7.507642784411554260e+01
1.034983447575470791e+03,1.276632316374710854e+03,1.606766581067942525e+03,9.951766733486201701e+02
2.521556304581363861e+02,2.073211077209989526e+02,2.697722950858180724e+01,9.941946184039910861e+01
1.323078643579373647e+03,9.263324299419778072e+02,1.024170230427669139e+03,1.254022895108727198e+03
8.617263197713684519e+01,5.501332191150451933e+01,4.395022147270958612e+01,5.526634512631121510e+01
1.014993891167897232e+03,1.078013735639536208e+03,6.250853416542075820e+02,6.401154022353912296e+02
4.612751135020778747e+03,4.120068685623689817e+03,6.547178334615440690e+03,4.846023287792968404e+03
5.873444252189258350e+02,4.086418850655739448e+02,6.876683732660070518e+02,4.101754051862645269e+02
1.908286853507769933e+02,1.833306148909478566e+02,9.540235655215576571e+01,8.161100695523595405e-01
1.556977156485298565e+03,1.378204436922799005e+03,1.986973239264128097e+03,2.190930927760626673e+03
2.089243598219445062e+02,2.408548444935806288e+02,1.735350874930101668e+02,5.015346683244099069e+01
3.522170110590440117e+02,2.691603038439628790e+02,3.784733007431023566e+02,4.233417699086892299e+02
2.144795732482435596e+03,2.017960996962927993e+03,2.816339730614989548e+03,2.913518336146993988e+03
1.928616470027838545e+02,2.790195432209050068e+02,2.439641670549827381e+02,3.542420063441958860e+02
4.341347861480888355e+02,4.138173708997614995e+02,4.611122482708817074e+02,5.177709691007055426e+02
1.172191104896970501e+03,1.344703098253080270e+03,1.848125207232214279e+03,1.165802272692334327e+03
2.553744214674734678e+02,1.864614363527166461e+02,3.804462470884362801e+02,2.592226785643456992e+02
1.600772368377835733e+02,1.908929648708051161e+02,1.332090763443267178e+02,7.683756011499946226e+01
2.612182478021051338e+03,2.150505278646664920e+03,2.066095089687008112e+03,2.132833361639040049e+03
3.606628205633803077e+02,2.950939918731859848e+02,2.739622461902173427e+02,3.281195135199141646e+02
2.106941099029567795e+03,2.106941099029568250e+03,2.169253635677418515e+03,2.169253635677418060e+03
1.167585084794098975e+02,7.215207775635970044e+00,1.012951880780019565e+02,6.402616433650105421e+01
6.795907651402317242e+02,1.193385266311959896e+02,3.167033144530948903e+02,2.190365731393403053e+02
2.328716949034298125e+02,2.676818986888666814e+02,6.061589555425196068e+02,1.742915734040101086e+02
3.914882778927033655e+02,3.173616618842418688e+02,3.315688997789703762e+02,3.023197510398397299e+02
1.852056146660484615e+02,2.114314776471413495e+02,2.802925349529002688e+02,2.456343483800911258e+02
5.521666783031263037e+01,1.232436158922066625e+02,2.068795621456094977e+02,2.394089665921275412e+02
1.434143241813828354e+03,1.512941842444831082e+03,1.988521346517120719e+03,1.336744714413141082e+03
1.294077279421632625e+02,2.444010734452846236e+02,3.166500586249995308e+02,3.478690219624218685e+02
2.942725307560616557e+02,1.849604209619710389e+02,1.013641727401309964e+02,7.653201562198803742e+01
2.403138157715460466e+02,3.575407055180750149e+02,2.095895534796846675e+02,2.407588024209545097e+02
1.340885315635873383e+02,3.109149827685254195e+02,3.247663317308367255e+02,3.239475782121459702e+02
1.171044473813117008e+02,8.560695772371725809e+01,1.020228593139119937e+02,1.598204673078934661e+02
4.268199956734505349e+02,3.851820920067164593e+02,3.541909541463713254e+02,5.875691978465947614e+02
1.044365611761341370e+03,1.044365611761341370e+03,1.044365611761341142e+03,1.044365611761341370e+03
3.026444112395942057e+02,3.624925849822078021e+02,4.832970451614218064e+02,5.207815647126903968e+02
9.754687502183450079e+02,1.179568797706189116e+03,1.269210253141291105e+03,1.162540171176946387e+03
9.760152782162882090e+01,6.735477091957714890e+01,1.914810342855460590e+02,3.185187598308629049e+02
7.999793453286474687e+02,8.771176959187829425e+02,1.382868977974009795e+03,9.749708650343562795e+02
1.379678325335485738e+02,1.496806410124777074e+02,1.026650385315316214e+02,1.383895565183450458e+02
3.990897358653511446e+02,4.769608784297805641e+02,9.988770605758716101e+02,5.838691259404330367e+02
1.660241416216473169e+02,1.973050442385664667e+02,1.411700163932680425e+02,1.372733529309455207e+02
1.430075784039817563e+03,1.051287608985068118e+03,1.344125550639251969e+03,1.548516548029411979e+03
1.639188695344648295e+03,1.805382576275100746e+03,2.676365894529062189e+03,2.907019758016273954e+03
1.416008683879246348e+02,1.253705386051268533e+02,6.227275689537779613e+01,6.697133579193463504e+01
1.308368594490815440e+02,2.569171543920647878e+02,2.953301345494021461e+02,2.559817160138371719e+02
2.870631124027819965e+02,4.443794490304154010e+02,3.821323545669781083e+02,3.554126772242506149e+02
2.728866438198148217e+02,4.297986650427809536e+02,3.921099277054364052e+02,4.699564958453753434e+02
2.192852490666462870e+02,2.118271644616031040e+02,1.523063567993970366e+02,1.743842390016376385e+02
1.673067101821548874e+02,3.353152504113463692e+02,7.047026606270634375e+02,3.756249845666188207e+02
1.185648218127640803e+03,1.183578352763722705e+03,1.235598585996047859e+03,1.780936072571103523e+03
3.171098279754790838e+03,3.043667582234867041e+03,2.925658788166936574e+03,3.102601504675125398e+03
4.243312909624220310e+02,3.991155160669149495e+02,2.841918643617117368e+02,2.083238459278830135e+02
4.273046187988299494e+02,4.408929593875704427e+02,4.768893767510748489e+02,4.619534680935214510e+02
4.066541682058421259e+01,3.241685074252602305e+01,2.065712441775593433e+01,0.000000000000000000e+00
1.873316312080741852e+02,4.115759467749160194e+02,4.247173635872579780e+02,6.106081756123737705e+02
2.534239034162505391e+02,2.598377978288384611e+02,2.869766608194494779e+02,1.426456354645614795e+02
4.088888217414405091e+01,1.010386208000295767e+02,4.758665426762511430e+01,7.787451395697451062e+01
4.578375955054639945e+01,8.959223657367819271e+01,4.804902978787311696e+01,6.916139561389292112e+01
6.201213351885525299e+03,6.611522901856818862e+03,6.357565635191124784e+03,2.262903317463855274e+03
2.633086652586470109e+02,2.948699753724741868e+02,4.710434702402062612e+02,4.710434702402062612e+02
1.127429691006454817e+02,1.782264743582585140e+02,2.368008753526451642e+02,1.734537065851384057e+02
7.612054293824396609e+02,7.014412659000935264e+02,8.716118093811537619e+02,9.416048265197696310e+02
1.577239569136029786e+03,1.859249947770637618e+03,1.987406751927474716e+03,1.890063678737813461e+03
1.925095704014086664e+02,1.602179455067434048e+02,1.264956062304721058e+02,1.818055568032491749e+02
5.109196208721651544e+01,5.217315124679065264e+01,4.348915556120233816e+01,6.802782896491670783e+01
1.107121234575281733e+03,1.590081564376814640e+03,1.611802932977979253e+03,1.467968959623817454e+03
4.569392998663078060e+02,8.286684114637713492e+02,5.831087472918762842e+02,8.279708471941797825e+02
1.320842983525038221e+02,1.169954135742043206e+02,7.740568119349281062e+01,1.919548438668392123e+02
9.429450496892592355e+02,8.343350626650027380e+02,1.068201852869156255e+03,1.023458562133962118e+03
1.228070333996180352e+02,6.021265285081145890e+01,7.063903906168665969e+01,9.969565682876728374e+01
3.253292102152312992e+01,3.104622376035639775e+01,3.467197499032253916e+01,2.753321141073048395e+01
2.841211254396012919e+03,2.279230967472984048e+03,2.845097273640444655e+03,3.149448999905784603e+03
3.093354337705984562e+02,7.299270407843036992e+02,4.157637030705845405e+02,6.586034945745769846e+02
5.860611994349497991e+02,6.024369394845483612e+02,4.729373367992783415e+02,4.497736375683003871e+02
2.858003064725619424e+02,3.283523602889085851e+02,3.524740714276630911e+02,4.824326229310761960e+02
5.488970058789692530e+02,4.415498361675662977e+02,9.493950070341688843e+02,7.133892143880400454e+02
6.542849134001892253e+02,6.461969602651136029e+02,7.240828445825042081e+02,7.159948914474284720e+02
5.220234247944179060e+02,4.507957418062983947e+02,3.827514665515684555e+02,2.041668144295137495e+02
1.187455328573022086e+02,2.480768729341180006e+02,2.072715889151708950e+02,2.150920334650835457e+02
3.678757303219531991e+02,4.101577265782370887e+02,3.360677029528889648e+02,3.551260888706431729e+02
2.074463596680750754e+02,1.356830758192577093e+02,1.894619705818627438e+02,2.112044934567337577e+02
3.822781889223763869e+02,4.427527112397752944e+02,3.893601847684730615e+02,3.696055369109516846e+02
2.662369960638745397e+03,2.853543785969865439e+03,3.007283378323628313e+03,2.558142176890582959e+03
1.383559478544078445e+02,2.669697928459436298e+02,3.229457703889704590e+02,3.229457703889704590e+02
1.399507765757853406e+02,2.426434200662151568e+02,2.204846370641431861e+02,1.381085833746911646e+02
-1.299517229054278289e+01,4.162156342037502554e+01,9.865834447264555251e+01,2.259763035589042346e+01
1.651252851216538602e+02,1.535383997319539446e+02,1.516382345767150923e+02,1.632251199664150079e+02
4.195524810255279249e+02,4.856435880415555175e+02,1.485667196601408023e+03,4.033922241814508993e+02
1.105190085058989553e+03,1.299837560072210408e+03,1.565373152814079049e+03,1.646323150964604110e+03
4.415898025399055769e+02,4.970149882372541015e+02,2.693857822186150770e+02,4.074928769941003566e+02
6.317738793539634798e+02,8.103522908448503586e+02,8.242888503289448181e+02,5.490597195370794452e+02
8.144673026895304702e+01,-1.757342107399606732e+02,3.178922573811015440e+01,4.431517132169383189e+01
2.711006047888411672e+02,2.067640229303171679e+02,4.375797729237492604e+02,2.965933576416390451e+02
5.619894038156883198e+02,3.253637243672644104e+02,6.501971946126906232e+02,4.149085875834150556e+02
8.739252623611038189e+02,6.980736424726962923e+02,6.865397547217462488e+02,5.535654653426481673e+02
2.355239246623785903e+02,1.941979833161765043e+02,2.790278224843727344e+02,2.480790144175139176e+02
2.738796406596963493e+02,1.923681826258288083e+02,1.763275261500971283e+02,2.757441015616674349e+02
2.627566612284138046e+03,2.729701882900787041e+03,2.923069747601844028e+03,3.476779298633679446e+03
6.959115497935595158e+02,6.556507530414437497e+02,1.073127278420024595e+03,1.020213667245168381e+03
9.090230908005187871e+01,7.518084165713815992e+01,9.847451708931916414e+01,1.374942129058986211e+02
1.483248454097358433e+02,3.129017324155707911e+02,2.906527078945725862e+02,2.813495030738679361e+02
6.546764104382044707e+02,5.946399581415744251e+02,9.219522018748600658e+02,7.257493307696166767e+02
1.700155277732186505e+03,1.821426555264274157e+03,1.905371471258357587e+03,2.113555425946909963e+03
1.410310339349612605e+03,1.479390348780773365e+03,1.346277408590623736e+03,1.628300644909918219e+03
2.812674981709494205e+03,2.585799890481347120e+03,2.494159959954061378e+03,2.545077558760407555e+03
3.676145302421636529e+02,3.383202664284127650e+02,3.508042495917615042e+02,1.116453014157815602e+02
3.422951186108620618e+02,3.325204115119819335e+02,3.587304909454147719e+02,3.685051980442949571e+02
8.703385302713927558e+02,9.461018046303017854e+02,6.410636426086828124e+02,1.167562263063663977e+03
1.136057118885879333e+02,-1.554388411012102438e+02,3.340677856722427208e+01,1.295090425300696495e+02
2.448118091792939595e+03,2.017256911944804187e+03,1.411473075326555545e+03,1.594589212847184854e+03
1.772557740003335994e+03,1.280119689050121906e+03,1.572639360486816486e+03,2.032201751355260967e+03
6.235496921597328765e+03,6.378314775791348438e+03,8.738242821610350802e+03,7.628624941021043014e+03
5.856789273149980772e+02,5.163865393292570616e+02,6.232882425266104747e+02,6.247328337150771631e+02
1.413232930608294737e+03,1.711337718241347375e+03,1.715325468014755870e+03,1.578377823867025882e+03
1.277288283062650635e+03,1.435643955553351134e+03,9.436335014430879937e+02,9.759999344160264627e+02
2.203961943773746043e+03,2.538436885224999969e+03,2.756007228074402519e+03,2.375837424147099682e+03
2.111196381615005748e+02,1.687567838179345188e+02,1.556744609307893938e+02,2.080123915628679185e+02
1.493570359111176913e+02,1.601109211688833796e+02,1.178852837517705439e+02,1.388201208859954363e+02
3.537329226310986314e+02,3.463948318514251810e+02,3.927214535264556048e+02,3.115111928860357580e+02
-9.390447553553366333e+01,3.255905008697058634e+01,3.501042870209199975e+01,4.101283690411491989e+01
1.304682129630633938e+02,1.229665151140187334e+02,8.266485126535360450e+01,1.658068925071894455e+02
1.379020659494234451e+03,1.301379583009807902e+03,5.466120211285385722e+02,1.330521604674637956e+03
3.536457057399284167e+02,2.230972471913295863e+02,1.772233264675180351e+02,3.360967310403617603e+02
3.830192987396737408e+03,1.865847339459261548e+03,2.331232897772270007e+03,2.998096282193668685e+03
2.424500331627584160e+02,1.290295777595449351e+02,3.017430669609989309e+02,2.058004880513022385e+02
9.697264484618966662e+02,9.978945552328671056e+02,1.048584608720839469e+03,9.752900388564775085e+02
2.869345394631700401e+02,3.433126980923320275e+02,3.979494225013024788e+02,1.751860484277337946e+02
4.197242084266303550e+02,4.528072669379293984e+02,1.118728171893377521e+02,4.333769645823675773e+02
1.201674131911721872e+02,1.265026556159981084e+02,1.555925234244311923e+02,1.329586417678535213e+02
2.326166577917639643e+03,1.006501262413748464e+03,2.160758634429633730e+03,1.263652907986740956e+03
7.725892834854985267e+02,9.207640627648148666e+02,1.460835195979699165e+03,1.245926965952702858e+03
1.698706157933049496e+02,1.420342714336568690e+02,2.143476810580265806e+02,1.424496522841751869e+02
4.963218566413542590e+02,4.086897505570872227e+02,3.753269526201636381e+02,4.659992020901382830e+02
1.746358095172315871e+03,1.758964900145749652e+03,1.256683384126720966e+03,2.152853201278492634e+03
2.525243020312539386e+02,3.671367946002695817e+02,2.736463068797737606e+02,5.262761902527308848e+02
1.770633226983159602e+03,1.609169871363392986e+03,1.640288419072998295e+03,1.847508004265594764e+03
2.995710148297524711e+02,2.528194966570983979e+02,2.121966862730035075e+02,2.852996620801570771e+02
1.002628715065309279e+02,1.086492712589491845e+02,3.271371365802817195e+02,1.637768688638805372e+02
8.027490374217978797e+01,8.088362950783856320e+01,1.009266781231644643e+02,1.106009162697574482e+02
1.278282609595261192e+02,2.008456240536028474e+02,1.384017215432550643e+02,1.688582709241370594e+02
5.082603638267913766e+02,8.374647887874067465e+02,8.691906762521898600e+02,7.918980687032104697e+02
5.850600838628866995e+02,6.545853031425914423e+02,1.446569599999708998e+03,1.281739054614824909e+03
2.168764894394473117e+02,1.355401072865780066e+02,2.677506603858215612e+02,1.660618117430118446e+02
1.046129098620881223e+03,1.047580052454817633e+03,6.883084776926666564e+02,1.164577272482931676e+03
1.071441316722802412e+03,1.007427446180010634e+03,1.823305677739993598e+03,1.622372013071631272e+03
3.924821223312513325e+02,4.634502426052471264e+02,4.719658189577189660e+02,3.059701980224621707e+02
2.481173317883995537e+02,0.000000000000000000e+00,1.458234001578587140e+02,1.964318212336112879e+02
4.186260406596782673e+02,3.857606689636451733e+02,5.172561599651024835e+02,2.606766864998417645e+02
1.956280962240505232e+02,4.059533283198800859e+02,2.702484679493333601e+02,1.753013834186871520e+02
4.356277890635543031e+02,2.103601089935823722e+02,5.543806169686438352e+02,2.796868335623956909e+02
1.261173913904788606e+03,6.929219570682503218e+02,3.476058999375432563e+02,5.967038942630362044e+02
2.150439468643487828e+02,6.539091683189992921e+01,8.711694034781979212e+01,1.436794433648323377e+02
8.572769294775297055e+01,1.103160119566346822e+02,1.109679948145667510e+02,2.085509660869482786e+02
1.082387615320587742e+02,2.832170487236833765e+02,2.168878621199706913e+02,1.796354639034977083e+02
4.128944614447187860e+02,4.128944614447187291e+02,4.128944614447187860e+02,4.128944614447186723e+02
1.381207249731151251e+03,1.527186922816153128e+03,1.482767982979863746e+03,1.708411259383374272e+03
3.703707819486202624e+01,7.824798112712029763e+01,5.383900220426982486e+01,3.324479073786780958e+01
3.582663082145671524e+03,3.261481983943682735e+03,3.106458159012588567e+03,3.106336746065206171e+03
4.978289942773353971e+01,8.367963367530914809e+01,1.893153769981329333e+02,2.295813395384331557e+02
8.088485972132921233e+02,6.328628316921193573e+02,1.026581474583984800e+03,1.063748843267809207e+03
3.688208384035924610e+02,2.505366534101340221e+02,3.562985729499699801e+02,3.481140332865648475e+02
3.216300313108333171e+02,1.868994668312564045e+02,9.915035260026944286e+01,1.881526297597444000e+02
8.152438097292379098e+02,4.473931642855404789e+02,4.614055105026936872e+02,5.703459736861855163e+02
2.788398717793522792e+02,1.765245265100876111e+02,2.516132258546654121e+00,2.150032438575832714e+02
2.133167387845042867e+03,2.133167387845042867e+03,1.162147212024459805e+03,1.162147212024459805e+03
1.576843718868185988e+03,1.537128679485310840e+03,1.426189519456230073e+03,1.753149115211485878e+03
4.798506867379448408e+02,4.994557069609117548e+02,3.581190786656968612e+02,5.537593279566548290e+02
1.296925464357584588e+02,3.318799365933779200e+02,1.778385354222809269e+02,3.427579127087129791e+02
8.964477710311015244e+02,9.253237632124264564e+02,9.636369810384798029e+02,9.852954183334678646e+02
5.794007789132042490e+02,6.680126635115160525e+02,5.244624525664977455e+02,6.974007258549432891e+02
3.989357211343107679e+02,3.775994757135536020e+02,4.363380579762435900e+02,4.335579926501565637e+02
1.641318313075813080e+02,1.640948034339946560e+02,1.786455568762897030e+02,1.615196852772831733e+02
5.663815759832316417e+02,5.331370650036717507e+02,6.948069098809712614e+02,7.087459236048365483e+02
1.658061677653732659e+03,1.835625671933740705e+03,2.233084070317343958e+03,1.878285271768387020e+03
6.891445969505615494e+02,6.328786570715160451e+02,6.663276291776772950e+02,6.100616892986317907e+02
1.877427352817142719e+03,1.772550039101762877e+03,1.039102361742048970e+03,3.014134193245406550e+03
1.734162825055954329e+02,1.716110379383586633e+02,4.184260678305537340e+01,1.745771819566088539e+02
8.782716682192968847e+02,9.089613836630239803e+02,8.640294340042331669e+02,8.476796868604810697e+02
4.604167619286722015e+02,4.328286281376661577e+02,4.826963184592568723e+02,4.826963184592569291e+02
2.835395342391238955e+02,1.743846321208477548e+02,2.361414725210591428e+02,2.268844232093085509e+02
1.810052424751347289e+01,5.094997765204981022e+01,-1.453694145292812934e+00,1.935852448578887675e+02
2.677778893722293674e+02,6.851742845595799736e+02,3.154255553231097906e+02,2.682006394359455044e+02
3.411427891244545663e+02,4.906242537191057522e+02,1.837936315001991545e+02,8.610349885390942859e+01
1.847443189719240593e+02,2.156337579193711065e+02,2.723901360405615719e+02,3.494792856746081497e+02
4.623352863731141724e+02,5.539490733202795809e+02,3.334418573759239734e+02,6.035985973315215460e+02
1.094909669874040929e+02,1.369611044811117893e+02,1.487208721402318474e+02,1.004656127554971761e+02
3.172976421227268062e+01,2.494686751173145751e+02,4.115622965465170324e+01,1.222566727074060964e+02
1.899463261050786059e+03,1.206310039050036266e+03,1.320964731834504391e+03,9.360953704924287422e+02
6.802079219169145574e+01,9.846236259824631532e+01,1.030370727195283536e+02,9.846236259824632953e+01
3.232705930083288308e+02,3.061220539730471728e+02,8.066173161687418087e+02,6.367540895046666947e+02
2.227256339482555347e+02,2.997737951936521767e+02,1.217390048267895537e+02,1.033585254053885762e+02
8.080225428259741420e+02,7.540854657385854125e+02,1.103108540249979342e+03,1.036300155036288288e+03
6.827106300967164998e+01,2.147287009711163250e+02,3.256613295838073441e+02,6.789942912067806446e+01
1.428527814660578542e+03,1.321298467725732053e+03,1.442410042257642772e+03,1.638202009935317847e+03
9.402704024954385886e+02,6.441176667540204335e+02,9.331719646323014103e+02,9.324410059621801565e+02
1.358074427017966173e+02,8.027372005632410890e+01,2.814626495925676295e+02,2.085856453679243430e+02
1.854837859966818883e+02,1.411588594685216833e+02,1.020759276592208664e+02,1.063871647687520294e+02
8.266693209033944640e+02,7.159682972142549033e+02,1.098711472642620492e+03,7.046325230249532297e+02
3.584766186405862527e+02,0.000000000000000000e+00,4.210734493232533282e+02,6.045346317571799091e+02
2.296527770864614979e+02,1.821845689543303024e+02,3.276944636140922853e+02,1.776047942930653960e+02
3.246058504000620815e+02,2.669769815501796302e+02,5.705669630785669142e+02,4.767629527770549203e+02
1.291293565237662619e+02,1.652508985325497406e+02,1.548479339708477482e+02,1.557990164300337881e+02
1.858903905176635135e+03,1.757186374810006100e+03,1.751741688556669260e+03,2.344920007472775069e+03
2.571681012225058112e+02,2.124453269681722816e+02,-2.265530724836063214e+00,1.381383281546964952e+02
1.116126475973899915e+03,1.081456509665062867e+03,9.632645377271097686e+02,9.285945714182722668e+02
1.071128820705814178e+03,1.030543215550582318e+03,1.322771946941755687e+03,1.084850179867673205e+03
4.622629199986774324e+02,2.954769833741895582e+02,7.605260381933402414e+02,3.712869995617079439e+02
4.706802908854110257e+01,3.314850833907840411e+02,-3.739038049497270322e+01,4.214524541481308688e+02
5.797786434982243691e+02,1.679805277693595372e+03,1.151689541439497589e+03,1.668483572787399908e+03
-1.020288213375258124e+02,-5.812384267067793786e+01,1.828028725044443661e+02,1.307379377393124571e+02
3.161867646118673179e+02,2.380409562142208131e+02,2.961847457905374768e+02,4.979901600297406503e+02
4.913910923444132095e+02,2.617700270655719805e+02,8.612210146166460163e+02,1.875803050598821642e+02
1.292700053156554532e+03,1.297021767506566448e+03,9.909295394746756074e+02,9.039825786849105498e+02
3.616708626727964315e+02,5.504882263561588616e+02,3.037555251066115147e+02,-1.123866785400948629e+02
1.636776261004188768e+02,1.190353846574268459e+02,7.626575122213756330e+00,1.282126067302908723e+02
2.020063965400015320e+02,2.143455357420249925e+02,2.063720093930731991e+02,2.163635806574729088e+02
4.410851563126954034e+02,3.168902461172843914e+02,3.223107054713130992e+02,3.762419889851836388e+02
1.205511144522459404e+02,6.226950950603441015e+01,1.284320738723132820e+02,1.901023421821676607e+02
1.462309981080768466e+03,1.544092330202070116e+03,1.591842093344471778e+03,1.387948951768962388e+03
5.596240851770494373e+01,5.005989890332206471e+01,2.305945392832376584e+01,5.525298614937112518e+01
2.933142579012946527e+01,5.388721012659352283e+01,4.533380706907694702e+01,3.644878750989226290e+01
3.044281295030801857e+02,3.797389956568583216e+02,4.812124036207125641e+02,4.102906140853377792e+02
4.348876211278644632e+02,2.756321039986598862e+02,4.815592589096850702e+02,4.805165860223237360e+02
7.657658520583541417e+01,2.207369944389804672e+01,1.440833072172779907e+02,1.703971620155852520e+02
6.961358973119749862e+02,1.005178007993724805e+03,1.124758257557839443e+03,6.525875603498042210e+02
3.804465143478887512e+02,2.696812850744710772e+02,3.828826135539181905e+02,1.988686577967786775e+02
4.914573519092838296e+02,3.417525344166377295e+02,6.060372902348231037e+02,8.408796142800276812e+02
7.220881692187869021e+02,5.289186088196152014e+02,5.187041299412979924e+02,8.488506352139562523e+02
2.520041717662429335e+02,8.677031107537436583e+01,8.623754615890605990e+00,2.375440366578665135e+02
1.685286408245336588e+03,1.392056181795454677e+03,1.213877023602484996e+03,1.473386440076103327e+03
1.954877417563893687e+02,-1.351246814956562048e+02,1.263253367838854189e+02,8.121973840808604450e+01
4.848497768785449011e+02,3.133094617004895781e+02,3.537063124072421374e+02,2.094571850313645882e+02
1.741629816262183112e+03,1.899330434413551075e+03,1.904574779995911285e+03,1.989905244316111748e+03
1.086795743080744501e+02,1.346908869719658526e+02,9.136534445923474834e+01,8.469741879845491894e+01
4.122437472000981415e+02,3.548346795957367590e+02,3.174860332625464707e+02,2.224528338445621216e+02
2.039517523397519483e+02,1.594876732951975953e+02,3.447268020148123355e+02,1.935536575222585896e+02
4.069343771492733026e+02,2.291932919666812722e+02,4.887446345254890616e+02,5.302787589637597421e+02
6.911862821193012962e+01,-2.577949407705071394e+01,9.689015658030037059e+01,7.725057717632880383e+01
2.334802619562799464e+01,2.057272391078934390e+02,5.273493973985069516e+01,1.756217963554275343e+02
1.013240894486243633e+02,1.046027280967586250e+02,2.102431563056280481e+02,1.779781042960437389e+02
1.464316827051729319e+01,9.491281770977508359e+01,1.007517462348664310e+02,6.355889415600212544e+01
1.871230429707225085e+03,1.749358884250896381e+03,1.693900081237010681e+03,1.261108292598661365e+03
1.626398370708685945e+02,3.117244608941497290e+02,1.043301700598923816e+02,1.521325159165214131e+02
3.585602275485510290e+03,4.437322394374673422e+03,3.918471787238808247e+03,4.239484962955146329e+03
4.137218961859983892e+02,3.805812225667518760e+02,3.210269622645356549e+02,4.960910895340613251e+02
1.286751052666647183e+03,2.029054725095442791e+03,1.340805522912753531e+03,1.637669177368401961e+03
9.426967609626559863e+01,1.058768500227302241e+02,1.214390071813872680e+02,9.253477387932800013e+01
3.253194275074764619e+02,3.651617840202772527e+02,4.442046775732202377e+02,2.067142883256407799e+02
3.691343816925912051e+02,1.812925895952192548e+02,4.255512127563579270e+02,6.284182369112448896e+02
2.954501989598485352e+02,3.447719360506794146e+02,1.857950733548527467e+02,5.241069750761441810e+02
1.018971340914519033e+02,2.105012951086362705e+02,1.086041610171843530e+02,1.086041610171843530e+02
5.748579930654693271e+03,9.202159019050537609e+03,7.632564889923683950e+03,5.991253740221524822e+03
3.194494144742264439e+02,2.159479463371170880e+02,9.626501813529061735e+01,1.253634783563539941e+02
1.568633181423609244e+02,1.524177905306059984e+02,1.073909249334813012e+02,2.171047318840182072e+02
1.976309790863640501e+03,1.701309539790534245e+03,2.042105693803851409e+03,1.899183082775059120e+03
7.255078793621113391e+02,5.784320607407443049e+02,7.666404822671402144e+02,7.995748593601991843e+02
2.586655485964569721e+02,3.423325547935505142e+02,1.704800404029248000e+02,3.857106260660745534e+02
4.351278168842688387e+02,4.170084415203808703e+02,4.697119987498209071e+02,5.675125240633201429e+02
5.979869333033330747e+01,5.254593061536933618e+01,5.493061834983321745e+01,1.092093982385047184e+02
8.567940514598809614e+02,7.957429583648522566e+02,6.650411440316923972e+02,7.260922371267212156e+02
1.072879096552106262e+02,2.841298714454702576e+02,4.391519177467006898e+02,4.851761871256421728e+02
1.899077294795792170e+02,3.131224016534341104e+02,1.588576885285878575e+02,2.626721818787540883e+02
8.588206856791763357e+02,1.126652229768448933e+03,5.733186709310505194e+02,6.530543675509443347e+02
9.977340657627624410e+01,1.109535990777010994e+02,1.774654448605170955e+02,2.148450084046803283e+02
2.783237783453067550e+03,2.526145893654428619e+03,2.119789280518085889e+03,2.119789280518085889e+03
1.234077106698167086e+02,1.057429293558743666e+02,3.354671611638258355e+01,5.221485632864359161e+01
2.593622789291538083e+03,2.108452314282350471e+03,3.875806138768114579e+03,3.655380744954962211e+03
1.041275542102004010e+03,9.517868372658714406e+02,1.113052398409877242e+03,1.158660680225018950e+03
1.746717979137245322e+02,1.104754242921611080e+02,2.302766034378170446e+02,3.168742396913407902e+02
1.670144037562727419e+02,4.500241334271549931e+02,2.911617014385500397e+02,3.173391105794004829e+02
1.715320526402879864e+02,1.830234851986332387e+02,1.518484010369539874e+02,1.249834964600363634e+02
2.994024146655524419e+02,2.186757494041088421e+02,2.897713091943191444e+02,2.146019940674731572e+02
5.651979879411194361e+02,5.049712462613951516e+02,4.925113162603320234e+02,5.087164285091865281e+02
-2.851392732851576284e+02,1.595458295256371741e+02,-6.358582333569658829e+01,2.331883284909629594e+00
3.628317466030343326e+02,4.770778969733632380e+02,2.096919946723544683e+02,4.183928415964338683e+02
9.402416031229471116e+01,9.114348864137134854e+01,1.959361357122479603e+02,1.930554640413246261e+02
1.782833678469351526e+03,1.699117770634794169e+03,1.577749648113145213e+03,1.480030381609260530e+03
2.397538095859408145e+02,1.249044410042324245e+02,2.762462833110768656e+02,2.846511895204856302e+01
9.999211864769720250e+02,9.709514398450621684e+02,1.253820078183110127e+03,8.191737478478634102e+02
9.047478134764475044e+01,1.882068172870495459e+01,2.052331251080131480e+01,5.325465564695364407e+01
1.241848784445053525e+03,1.321960636955728205e+03,1.062306827243072803e+03,1.242272829019048459e+03
1.150337489826776789e+02,1.299742833292260116e+02,7.145472174750254624e+01,8.173821475172530882e+01
3.879631036757120341e+02,1.811385617705338689e+02,7.827651879157648409e+02,5.977099638354471836e+02
4.395746522985730849e+02,2.434439949381673216e+02,3.106509564126947680e+02,3.796310010856099666e+02
4.074455543836629090e+02,6.403449083084086624e+02,5.788716532911756758e+02,7.558220703968057705e+02
9.091859812724842982e+01,5.129709528587921596e+01,1.822179292976009179e+01,6.235349707834188848e+01
5.646772635830531044e+02,7.969999895225819273e+02,9.138157882019627323e+02,8.513619602412287577e+02
2.548791994437560504e+02,1.793720198158769392e+02,4.462264292129577825e+02,3.835538475984924958e+02
6.073743228487458623e+01,5.250361058596149633e+01,5.131776660067045981e+01,5.371467291947460865e+01
