a,b,c,d
3.770350313295907085e+01,4.287209590986589092e+01,3.981821646491410149e+01,3.786845969929655098e+01
1.349368716295800255e+02,1.241278748106924894e+02,6.012478568841265059e+01,1.120424503082977310e+02
2.037021943774494304e+01,-2.021076902340507075e+01,5.315492182063153770e+00,2.729753164710942315e+01
1.654055916520294431e+02,1.543911129999659408e+02,1.399093202303175190e+02,1.512994089916963958e+02
2.246758199680724886e+02,1.998178147426630460e+02,2.048470475884857649e+02,2.122682197248740010e+02
3.633630353890918059e+02,3.437348470579594277e+02,3.799812163811914729e+02,3.616812127795486163e+02
7.013799192919613290e+01,5.398720005408074485e+01,5.412367601728167443e+01,6.038165250658823879e+01
1.839263583597384581e+02,1.821528046479224088e+02,2.164212366719954730e+02,1.918264467627521128e+02
9.746268761076180454e+01,1.266628012330189819e+02,1.101809941028384969e+02,1.229664124803753111e+02
1.864218033910234453e+02,1.534807248410741352e+02,1.767642872034163304e+02,1.791203978258573102e+02
4.828667907504551238e+01,4.211573054577525710e+01,5.230049438578930676e+01,4.561445872611238883e+01
3.875786961474096870e+01,4.120189323701904272e+01,1.922885720218942396e+01,3.942140817659173990e+01
4.196556818428942393e+01,3.954816413056159519e+01,4.866358738860084543e+01,4.240872143287467111e+01
-1.756784462982763984e+01,8.612433905444934368e+00,9.545646527894994904e+00,8.039170752111518325e+00
2.901673746163828937e+01,2.592998711904253639e+01,1.581742771195897035e+01,2.868696337915439898e+01
8.269877749946684276e+01,7.866894391239755180e+01,3.789578854760009108e+01,9.310367289081888487e+01
6.592222013796693147e+01,3.538643719813411792e+01,2.819874428842872049e+01,6.260528364719552030e+01
2.229370684276414352e+02,1.899928134885743702e+02,1.897648416515901886e+02,2.175027290671549736e+02
3.082144627735493003e+01,2.523208722378212343e+01,2.873743951871812286e+01,3.930156943985932116e+01
6.631138093871140882e+01,7.032211029089631893e+01,6.738459356761559604e+01,6.963558905451243675e+01
5.105052242604956092e+01,5.060911604708047662e+01,5.048982637336379042e+01,2.970876318493169777e+01
5.990319189010658363e+01,6.475707373353171192e+01,2.205720080908944070e+01,4.599767772380607056e+01
3.642087734480088557e+01,4.131366381270721178e+01,1.817794403559081928e+01,1.755370888133217733e+01
1.640039118077111766e+02,1.158464923218493823e+02,1.777856020081699739e+02,1.217650027312317889e+02
1.522390315159262855e+02,1.191252727230589130e+02,1.627865389056223648e+02,1.417923292082153921e+02
4.606121191931214298e+01,4.396642994683352867e+01,3.648443638499816188e+01,2.369450407727256191e+01
5.087482862008396012e+01,4.739992064273285166e+01,4.557916632483700425e+01,6.540658770213801176e+01
1.895349004982792565e+02,1.722663122104777926e+02,1.879018907525132818e+02,2.156621658593950315e+02
2.553051181605175657e+01,2.611762947540291435e+01,2.812108008891042843e+01,3.548679413307833386e+01
1.674705687324707242e+02,1.686775530714261890e+02,1.709386068678263086e+02,1.727858379576068444e+02
3.928146638691619330e+01,4.197750027031126763e+01,3.842381969509003881e+01,4.196420001870234984e+01
4.225209466483525489e+01,3.803134609672340360e+01,4.484545735128314448e+01,4.433840181911534017e+01
5.889151098610547308e+01,5.286434842012727131e+01,5.340426393489219947e+01,4.918553027962137492e+01
1.870035609420904521e+01,2.362843382767803035e+01,1.756503916729092651e+01,1.716325413866849914e+01
1.046861817096657745e+02,1.243014949135452127e+02,1.361607310868015759e+02,1.203782496879466350e+02
6.662152594504355818e+01,6.070668901245606719e+01,1.026064688320343095e+02,9.345300164859816050e+01
2.971378957904530438e+01,2.262853593107858785e+01,4.767246966956036403e+01,2.418358340482567570e+01
8.160337397065195830e+01,1.101184467981600221e+02,9.641563700810382898e+01,9.084060910225767316e+01
1.347015764813606609e+02,1.254627162083861265e+02,1.340990502656802050e+02,1.291616413771369025e+02
6.754357353493550420e+01,6.824008004743890865e+01,7.244076449644734339e+01,4.074501629945879699e+01
3.939555081621305987e+01,0.000000000000000000e+00,1.842592187585420760e+01,4.553177493868345493e+01
5.543797921484765823e+01,5.841887636524043614e+01,5.860109392040737930e+01,3.648874395124673242e+01
2.741091423316579068e+01,4.428843457267240069e+01,4.009849790821786542e+01,2.723132542895655561e+01
6.353231213229578600e+01,4.104346723585248213e+01,7.201165084408748385e+01,4.888909733327162144e+01
1.207995930727266227e+02,9.712149073319272929e+01,6.555035628719717522e+01,9.052296656026518917e+01
3.759703248076432658e+01,2.112540852066222286e+01,2.576739274354644849e+01,2.764383341056734622e+01
8.767898393667833190e+00,9.341362653314829956e+00,1.387594179174776343e+01,2.466538820569392243e+01
3.423393025918598198e+01,6.088086488703457633e+01,4.366102360851604658e+01,5.903890960342989302e+01
4.330831248726077831e+01,4.330831248726077831e+01,4.330831248726077831e+01,4.330831248726077831e+01
1.523527158604328804e+02,1.504419611889866815e+02,1.497617764268121618e+02,1.499172232202488431e+02
6.341027766719799175e+00,1.757197707169182621e+01,1.468501370167682296e+01,1.277995853104880553e+01
1.483140837224784150e+02,1.472579213224888406e+02,1.448769450131812278e+02,1.478216688766170819e+02
8.716606430767001257e+00,1.824911077989179731e+01,3.182617351706949904e+01,3.582591916921310826e+01
9.677734971161035560e+01,7.539623864726826241e+01,1.115894361512688420e+02,9.068101671655132634e+01
7.233728865647442774e+01,6.929725959606327024e+01,8.986734677523131154e+01,7.169731920004201697e+01
3.833513791098822310e+01,3.228027295030331345e+01,1.261098729000748442e+01,3.234784833130309067e+01
6.917953386625177359e+01,6.321900250770013940e+01,4.149543685237485136e+01,5.832836379327289933e+01
3.755957005247404368e+01,1.935164646372699337e+01,4.048365429718394637e-01,5.629169948765019171e+01
1.364140122504101669e+02,1.364140122504101669e+02,1.461697920951135927e+02,1.461697920951135927e+02
1.255314737595310106e+02,1.484823631380036488e+02,1.539654518482952028e+02,1.723475708731597820e+02
9.123429301933302327e+01,9.919997430790738235e+01,6.144419153725526428e+01,1.134339545821321167e+02
1.711533663765253621e+01,2.661354546775566021e+01,2.462834586796168779e+01,4.391157538452007714e+01
1.052586418830398145e+02,9.716042545345277404e+01,9.915804085801420342e+01,9.914380180428794631e+01
5.091770068534525251e+01,4.651793643918643539e+01,4.946020905042536242e+01,4.366322513631202895e+01
7.344004299979388861e+01,7.339354274663503475e+01,7.244930677868185853e+01,6.342894580733606347e+01
3.804969953527546522e+01,3.478240641632037011e+01,4.286107897622709118e+01,2.963014121812923918e+01
7.525417048699375755e+01,6.007565847648717750e+01,8.065122630703581308e+01,8.107384776024042594e+01
1.631766967353920563e+02,1.529375704440327013e+02,1.607350826512573860e+02,1.466156442675441269e+02
3.261911044316381947e+01,3.138697892666638722e+01,3.377779344049545784e+01,3.258112012884804187e+01
1.465239989885143359e+02,1.426489331344042171e+02,7.944840985042898751e+01,1.601999994787438482e+02
3.706041259222703133e+01,3.827801597679223278e+01,6.615640766529906180e+00,3.988117284376021843e+01
5.260741694695296644e+01,5.261566276196603553e+01,5.515990688425471689e+01,5.344767868576948189e+01
8.254982603177798239e+01,7.676995145773787499e+01,1.048007345730117379e+02,1.048007345730117379e+02
4.698586846834113828e+01,2.808448380520070486e+01,3.857928238892651507e+01,3.328356776784799820e+01
4.492132186417516770e+00,1.035398952605812539e+01,-2.065326920686585410e-01,4.089007935614705502e+01
4.361991486518596162e+01,8.669123608942652481e+01,7.817603623099407173e+01,7.860477721417264263e+01
2.951029208991533537e+01,3.590614251889605413e+01,1.741913550744948935e+01,1.361089226892119619e+01
4.381572530169773927e+01,4.598238381461010960e+01,4.699842459133228090e+01,4.229582256730424916e+01
5.668262159255233712e+01,5.787257474916668798e+01,5.674812474282204278e+01,5.783281718099978264e+01
2.655581297425211318e+01,2.708044208363297756e+01,2.749757025329083859e+01,3.200866288836233764e+01
7.150495899686148960e+00,4.197987301631189894e+01,9.294141287796797712e+00,1.971806256597923479e+01
1.630154826890156983e+02,1.471928181151341732e+02,1.435438570028263996e+02,1.184610386997120912e+02
8.927781712316754437e+00,1.251690829005184113e+01,1.277050538456472850e+01,1.251690829005184291e+01
3.988098601410332833e+01,3.485408557047999523e+01,9.758771713978968876e+01,6.803071368201104008e+01
4.775823321788614351e+01,5.288120819946047391e+01,3.415410842485691489e+01,3.000022835146051037e+01
6.428619257387335040e+01,6.516708613965458596e+01,7.516577800680526877e+01,7.202044677931631611e+01
1.509457141060240204e+01,3.581217007216022807e+01,4.328624675062748395e+01,1.265239298741288110e+01
9.228842996074882876e+01,8.261273754217086207e+01,9.351937051494979869e+01,9.386553609443500079e+01
5.972277976224113161e+01,4.291163236007598414e+01,4.694383622461241146e+01,5.048412222662501847e+01
2.010509150157175995e+01,1.742371028582838832e+01,3.588733852715540706e+01,3.511590957010933067e+01
3.977214145751854346e+01,2.339169958054420206e+01,2.681080396863706738e+01,2.537151802182714988e+01
8.638581402866417136e+01,8.375560370595843551e+01,7.558890582480327680e+01,8.126801171926857137e+01
5.481025730199487356e+01,0.000000000000000000e+00,5.556845040369999822e+01,1.088627537268200740e+02
2.558081648677687880e+01,2.046219100715862993e+01,4.340035714786026944e+01,1.653262219934543253e+01
6.028724905859152727e+01,5.325470920890425930e+01,7.859583740327728663e+01,7.480536389721781632e+01
4.806284678835649515e+01,4.593857499179603110e+01,4.531682603665971243e+01,4.683543281354504728e+01
2.321451982878346030e+02,1.895356386192386537e+02,1.293127299773772734e+02,1.846180075808484844e+02
5.349634075482428841e+01,3.960140723998333101e+01,-3.246703216525999025e-01,2.399702933728669763e+01
1.018381493064732695e+02,9.662396927907465738e+01,9.971508813799815130e+01,9.421705638872924737e+01
7.743270563476366419e+01,8.003603789160113990e+01,1.067749968899983202e+02,7.933866952680925522e+01
4.062239994784675901e+01,4.585906832056188875e+01,5.680486671976244395e+01,4.321641173607827113e+01
5.947411909865223834e+00,6.462926779774531383e+01,-4.171237651312663886e+00,8.047861901958526687e+01
2.225526539512278390e+01,1.009956395953167316e+02,7.489656012299505505e+01,8.455506184281887272e+01
-1.272275629271839215e+01,-9.003881733582247193e+00,4.249483188755167618e+01,5.094584473742471431e+01
2.876832623211869588e+01,1.745606585551314893e+01,2.472182978753505722e+01,4.053767966157806057e+01
8.849254713336256373e+01,3.199301464817769158e+01,1.065964100462887814e+02,3.429756059258966872e+01
7.317122185894788799e+01,7.136934622384032423e+01,7.075282740871210763e+01,6.339105118936577554e+01
4.978019557051631949e+01,6.418711006665026275e+01,8.039967046461669042e+01,-1.445622892765205059e+01
5.381453173116823052e+01,3.520820973051770864e+01,2.511906487510513486e+00,4.479921903641569969e+01
3.843901844626401498e+01,3.446681714406072672e+01,3.546135619233123037e+01,3.373657385208511528e+01
5.081520433783801138e+01,6.719155742956202459e+01,5.683633631076926918e+01,7.052010619910265632e+01
2.430894737862271882e+01,1.506131092987608433e+01,1.948219434943606387e+01,3.153965160274897528e+01
1.750815305264781898e+02,1.644182335470759426e+02,1.702288249550519765e+02,1.290204838321956231e+02
1.366528334260068256e+01,1.106812587196254505e+01,4.190649985672664002e+00,1.028453603156638252e+01
1.779437132474898675e+01,2.655794107572685903e+01,2.363651310257858285e+01,1.649947991718288165e+01
4.480078922105098371e+01,6.849942054453613594e+01,5.998222475675833465e+01,3.444100707205972611e+01
5.914875875357995483e+01,4.722126488829677271e+01,6.339491029968687030e+01,5.607495846189111433e+01
2.718158912998576682e+01,4.629812858919370555e+00,2.289489579693746890e+01,3.433785578201661792e+01
1.199935796692635677e+02,1.179945439407400301e+02,1.228080784377252996e+02,1.072010522549388298e+02
3.066356878341283476e+01,2.025089856953808720e+01,3.089833006725039866e+01,1.659934432175640140e+01
4.573491713884200038e+01,3.183394913570673168e+01,7.857935371528847668e+01,6.261311970167819396e+01
7.248079337460256966e+01,5.139319101243181365e+01,3.814182845349773032e+01,9.093669672853501140e+01
2.793669473233399003e+01,1.599461330992591712e+01,1.347691548804574868e+00,3.630225061420635058e+01
1.255238013779056416e+02,1.087199768457994935e+02,1.230973832440847104e+02,1.068730417878221743e+02
3.016402063968638458e+01,-1.404500396692913000e+01,1.656755205655984753e+01,8.606841149317563833e+00
7.603545165258196903e+01,5.698481710557563673e+01,9.158036385152739456e+01,6.624745667036604857e+01
2.012826111582736530e+02,1.891200231679122794e+02,1.603940580719905142e+02,1.804805263681595591e+02
2.964321351557117623e+01,2.435696975319840263e+01,1.517843326497521517e+01,2.387351024523676557e+01
6.096621330078740897e+01,5.479591458656308589e+01,4.657434864016100562e+01,3.077476181484404094e+01
4.812753978197560656e+01,2.193120048328313487e+01,4.782179818838901042e+01,4.642427063367902917e+01
9.452538521852923736e+01,3.529114345215241144e+01,9.413624803205176761e+01,1.072416648476462342e+02
1.542254195564144581e+01,-4.798476140171437976e+00,1.350931822931893933e+01,1.629705012535875852e+01
2.603027628544692273e+00,1.819525527617929583e+01,7.626139577488026511e+00,2.207644125032680904e+01
1.483470683818621438e+01,1.560963471811465197e+01,2.453029558008654121e+01,1.990478297020773368e+01
3.399711323012861275e+00,1.925852441058717446e+01,3.061408940882257212e+01,9.863482042256546123e+00
1.227291634659808892e+02,1.162707290848661899e+02,1.207969683300800767e+02,1.221463943432901402e+02
2.664707724821382584e+01,4.199873403986789810e+01,1.282141749429203514e+01,3.537621146460755739e+01
2.676873019504224089e+02,2.834079044613527003e+02,2.511080365818215796e+02,2.602290027572908002e+02
1.040712778347389502e+02,4.692804905646391944e+01,6.400869429568872704e+01,6.298635545165723215e+01
1.556569928391176347e+02,1.840155495443723339e+02,9.764831076282618483e+01,1.716756988290358947e+02
2.757037251780515419e+01,3.976915272253746991e+01,3.305228469739289920e+01,3.040860667921094063e+01
9.226882600853738836e+01,7.829938369488593253e+01,6.751821729087430413e+01,4.689016996365398882e+01
6.767118712551688020e+01,4.752468801836630519e+01,8.102360235747173078e+01,1.046750252294515917e+02
5.913998808345961322e+01,6.166234696643468283e+01,3.009524361990715136e+01,5.935456419298215280e+01
1.374525255331942475e+01,2.388127738774562658e+01,3.483323245607655849e+01,3.483323245607655849e+01
4.372460858679099829e+02,5.044360851705476989e+02,3.902314461553277170e+02,4.607945862450985146e+02
2.578533444823130694e+01,2.630395276780560110e+01,1.858069161031329131e+01,2.352516843315884643e+01
1.667696705720263850e+01,1.774430438657563514e+01,1.078535608366223286e+01,2.714410568112576527e+01
1.316737552438311809e+02,1.226263710544123171e+02,1.336251799554333388e+02,1.286146120550115199e+02
1.018522964604761398e+02,9.788020313416862450e+01,1.259671180224518281e+02,1.031784642481495666e+02
3.809581937952459185e+01,4.551213448576131526e+01,2.361800325353607377e+01,3.955517753707437123e+01
4.088735563502377346e+01,4.583433288056148314e+01,4.346187584825817396e+01,3.977420815302380674e+01
2.021208983946849003e+01,2.019970044434267820e+01,2.050065312747865320e+01,2.280197804070277456e+01
9.592057218249280481e+01,8.801684200768856670e+01,9.196292800453019822e+01,1.075786808703343098e+02
1.687351531581316877e+01,3.365775709177834329e+01,6.151914012188124303e+01,7.249177436679852349e+01
3.520428838971876218e+01,3.184547877714107145e+01,2.275815044366819961e+01,4.048109411383448730e+01
9.589656061876839033e+01,8.981242445434416766e+01,6.740361388693854394e+01,5.671331956550526598e+01
2.403881595335430887e+01,2.224326119736032936e+01,4.891962728487229839e+01,5.340104346434414850e+01
1.980918827486353280e+02,1.981262661073628806e+02,1.395688436110259261e+02,1.395688436110259261e+02
3.104307087071265414e+01,2.268321946524268995e+01,5.386749174430679687e+00,1.984345072449166736e+01
1.210251545876084265e+02,1.106114195161446787e+02,1.389989877542375609e+02,1.363368885136467838e+02
1.020681988650968606e+02,1.016807941446831478e+02,1.200305391545303877e+02,1.315737936353849022e+02
3.697885254599646743e+01,1.992777304172226138e+01,3.754086519173616665e+01,3.195727951900553165e+01
7.038206957239788153e+01,6.161274169585799854e+01,8.026081880446162131e+01,9.474965044347229082e+01
3.246477804232869602e+01,2.262969019267747584e+01,3.099610229045021725e+01,2.732751004017482899e+01
7.863969136909025792e+01,5.920087074832247254e+01,5.587371803052403862e+01,9.043610692927995842e+01
4.585450907405225962e+01,5.705121203254061868e+01,5.221228207502416296e+01,4.403913032485863255e+01
-3.384498195554681388e+01,6.217167870372963989e+01,-1.799636295643910699e+01,3.565396352175032035e-01
3.645498060723873834e+01,3.128548318111260329e+01,2.420401457812803159e+01,4.242433296553139144e+01
1.924305649635647342e+01,1.791672434348676646e+01,2.317760086484247140e+01,2.300144380046775439e+01
1.212420387281649710e+02,1.115009292370538674e+02,1.236802660434102563e+02,1.073927100406341140e+02
6.030980124421071764e+01,3.131920968410730666e+01,5.193789576600165248e+01,4.471097091793442502e+00
1.314810007511742640e+02,1.165510792819233927e+02,1.326842553878091167e+02,1.233767532530827253e+02
3.039810756851381157e+01,4.197972138390413832e+00,6.392862286981605635e+00,2.503943415167129061e+01
1.093047951607186121e+02,1.153191012220595724e+02,8.774703792296098470e+01,1.181808776843978137e+02
2.057794494356850734e+01,1.904926844159849963e+01,1.576308800840250512e+01,2.150143528249438774e+01
4.360656365577159477e+01,1.062083806314777235e+01,7.817821022833736322e+01,6.563458443317568936e+01
7.022479994294037908e+01,6.257572469167995166e+01,8.015388369478613129e+01,8.461620819913287050e+01
4.058206339880177183e+01,4.322366184781152754e+01,2.953955492614359102e+01,3.624155590065733179e+01
2.354031580804133483e+01,1.275020739507283096e+01,3.126399573851098346e+00,1.163161407197273256e+01
3.569055067184461905e+01,4.762562719210306739e+01,5.449087760216828968e+01,5.335199867692496412e+01
6.286547391437537868e+01,5.207211022171901504e+01,7.137131665156827864e+01,7.685577359828873512e+01
5.778326077284136275e+00,5.664383787977183893e+00,5.684688326504106826e+00,5.378928420334769811e+00
2.988459259669720680e+01,2.411005852389281756e+01,1.765690866783934609e+01,2.457258759845056062e+01
6.157196572407065105e+01,6.799788631742947587e+01,5.275462829238620088e+01,4.760518297178541758e+01
1.701140779992022090e+01,1.461001161907311641e+01,2.845645271410068489e+01,2.807924223252876672e+01
3.403288048885272588e+01,4.355802283195593816e+01,3.615021092719698004e+01,3.779753985225696056e+01
1.493056904317133728e+02,1.561465560496762350e+02,1.437761677297492326e+02,1.665800363211774311e+02
8.935865544453864118e+01,8.318771542739983715e+01,5.364261463464481494e+01,7.251585773509322053e+01
2.827025018704513215e+01,6.208971767682007226e+01,3.263948529136744980e+01,3.104523436749553511e+01
1.022242982178024207e+01,1.413309331142929182e+01,9.117348932187201882e+00,8.026252042435499945e+00
5.649244174724437784e+01,3.747000327602947323e+01,7.042600240008077606e+01,5.848642102930320874e+01
2.625331340353410070e+01,3.932848949330807642e+01,3.710653564343386535e+01,4.025461141109383334e+01
2.074074818673858900e+01,2.434998667212835244e+01,2.341512666844300483e+01,3.318435315894895865e+01
5.738036739479414905e+01,2.788783598958716325e+01,5.173549423358338117e+01,3.639560624738746242e+01
1.256499267792687817e+02,1.209849123101285784e+02,1.263883091905555318e+02,1.202173979032035618e+02
9.762912266444142517e+01,1.019536485217980868e+02,1.278089242048774992e+02,9.931379843797205353e+01
7.053440898742211118e+01,2.956113250492339972e+01,3.843342605636873799e+01,3.436723976637443911e+01
3.890775776570140465e+01,3.903463210502105341e+01,3.992988333932422762e+01,3.879280679116872932e+01
6.942351100760058102e+01,5.324006247030943939e+01,4.074994201795522031e+01,5.393398829538831762e+01
1.023633172036897321e+02,8.831872799389047657e+01,7.512480552934194122e+01,9.451371404633748341e+01
1.667264701183349729e+01,2.216437623327074746e+01,2.063406313433118555e+01,1.067997099703475072e+01
1.363068967455489542e+02,1.400754913766849654e+02,1.400695900675062830e+02,1.302233764860623069e+02
6.131863640283592787e+01,9.176884610964425804e+01,5.380355118254108504e+01,5.886478964737771946e+01
8.351673611578175382e+01,1.099675890053562455e+02,9.285011470082662299e+01,1.010055449880981655e+02
4.796482627589680447e+01,4.614708975106495359e+01,3.447338738299518468e+01,4.106501883526068042e+01
3.789184416673199252e+01,3.383677650580162322e+01,4.081212086460936916e+01,2.269593645214474975e+01
2.449595745111323453e+01,5.522795542130818092e+01,2.576292097096023070e+01,1.888510387142827085e+01
8.894822117696006103e+01,7.497514197229249078e+01,8.602110874743361535e+01,8.401571233707522879e+01
1.964528475405944050e+02,1.962480388971380023e+02,1.961664145879954617e+02,2.125764737990286051e+02
1.915346265033331008e+01,2.974350881882378772e+01,3.437038383205189973e+01,4.738967006017672645e+01
9.834906966548680884e+01,9.139417732209142287e+01,1.223579668386419428e+02,1.191370297658080801e+02
4.018297238957433848e+01,3.442328565428235265e+01,3.100040065143354084e+01,4.828734770675389143e+01
5.818878359229188391e+01,5.458476765089621097e+01,5.725883629273261022e+01,6.449819878106148963e+01
5.928978044780364343e+01,5.602335718066832726e+01,5.811737342888026348e+01,4.952935177285872470e+01
3.930744916573362246e+01,-1.559742486173580822e+01,-1.885837505805518077e+01,5.125177657417672350e+01
-6.639948493569290733e+00,9.513537759489530288e+00,5.629058100442179580e+01,3.374916780723552279e+01
2.006873365932467124e+01,3.744343512584450906e+01,3.735697141901812302e+01,2.039447227113242889e+01
2.768297902246535713e+01,3.923456685834252777e+00,-3.449606735268369473e+00,2.085750610715773945e+01
3.882345843857027035e+01,6.708813201248679547e+01,4.951782024926122716e+01,3.716852980512857130e+01
2.521951503829238916e+01,2.529317172504328681e+01,4.587212995208326305e+01,7.174276653711366691e+01
1.669415170018868722e+01,2.379433150247194462e+01,2.236437993431400173e+01,2.841938014446719052e+01
5.071070932472537152e+01,5.282345603702218284e+01,4.326244870216052618e+01,7.886720844250390883e+01
1.934059189660454692e+01,2.491065921551681583e+01,3.256757488687890145e+01,3.023542353107043823e+01
4.389044969036714861e+01,2.871965441138502939e+01,5.848188839308593145e+01,4.225151988787995094e+01
3.412249521866645807e+01,1.076694344330123521e+01,6.553363519596561382e+00,5.893586329914802491e+01
9.016397005808937593e+01,8.050475715507921848e+01,9.073933332571097310e+01,5.153231892602946829e+01
1.239005808815981027e+02,1.340177043977288633e+02,1.510506130614260201e+02,5.996668298238283512e+01
5.980605250880058321e+01,5.500889896772795140e+01,5.425238883593501527e+01,5.889731618714291983e+01
1.209934318055570124e+01,2.876934415819984281e+01,2.492991984521969329e+01,1.152354677880635414e+01
3.408757352150886533e+01,3.361877543714840044e+01,2.960898107067675156e+01,3.524398519536044461e+01
4.430982116195744425e+01,5.454275902542415366e+01,4.915970056158231216e+01,5.113502785829439290e+01
8.902085161639041644e+01,7.868721372608396791e+01,7.595006475786857436e+01,6.107781980868915639e+01
5.961950303921907590e+01,4.008249905848551720e+01,5.097850062222759959e+01,5.774566744727104606e+01
3.228438413806844665e+01,1.149440087779895592e+01,1.515324399637043662e+01,1.685001479283700832e+01
6.086640237018556832e+01,7.946372328009400121e+01,9.253669828062342617e+01,6.570196314015615258e+01
1.040243282393985282e+02,1.142480547523788772e+02,9.235313902933444297e+01,8.626512579037392925e+01
9.358719810407859541e+01,9.316927978482358697e+01,9.335426361493392733e+01,9.306950351345477657e+01
1.185319714860981755e+01,1.604303226635960300e+01,3.050118644997176887e+01,2.728748043806191248e+01
1.372972945046614370e+02,1.699803782281477424e+02,2.150599334007915218e+02,1.884163480697800424e+02
1.215146038943913567e+02,1.071681198348852320e+02,7.632992699946090909e+01,1.257041434526964849e+02
8.323262068073205455e+00,7.036805732666931590e+01,6.099963278864581895e-01,7.146502286288438199e+01
6.783431418634791044e+01,7.462749893331705664e+01,6.381443831527629129e+01,5.612727734452140282e+01
6.262152027032161072e+01,6.753590873265089556e+01,1.116182088068605651e+02,1.098937242161501189e+02
1.615055298547993061e+02,1.664194914816434334e+02,1.644246891643736603e+02,1.677691745077753467e+02
1.324814798357166410e+02,1.340416500299037352e+02,1.164918250217395865e+02,1.105863530537683062e+02
2.680746967572977013e+01,2.640573112773054021e+01,2.515392338071232814e+01,2.436499855234765022e+01
3.010886454086908515e+01,4.172289654126643654e+01,3.971725519132691318e+01,4.123729476762009938e+01
1.973681205064816879e+01,1.715515919083398444e+01,4.888143859497272814e+01,4.803403873948256830e+01
2.128901335194311173e+01,1.887476202854065122e+01,2.173927942523067003e+01,1.191111407728599403e+01
-7.126510936633664528e+00,3.345964751759576217e+01,3.576415471017458003e+01,3.676039053228550557e+01
1.561686862776909379e+02,1.420813061863395319e+02,1.099118957761703967e+02,1.704674652063583267e+02
2.078373086422810800e+01,2.709832081948934146e+01,1.586015876509501865e+01,1.753332787061477660e+01
8.632782416655986424e+01,8.681729529629464537e+01,8.066781800218612375e+01,6.239518546699174806e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.281019818617606632e+01,4.292848922415933544e+01,5.881153182243097888e+01,6.470865190189991267e+01
4.017692813056450518e+01,9.418630118735944023e+00,6.561087462363261125e+01,5.100458753097843356e+01
1.953746198347803542e+01,2.005730659518594550e+01,2.751763698064636898e+01,2.029714075425943953e+00
3.797458937052783767e+01,5.039354968055687323e+01,5.492337765699325303e+01,5.389977891332024740e+01
3.829461674606781685e+01,5.728322363890088553e+01,4.770540450382924291e+01,7.185977189339783422e+01
1.441953038394603048e+01,2.016797160386892074e+01,2.316441874005458601e+01,1.407499256249034403e+01
8.601729084400267311e+01,7.149857083854557516e+01,7.604119327353615176e+01,7.681897286741431685e+01
6.758202576621964397e+01,8.053253846240218650e+01,1.010135755344333717e+02,1.005414303836004564e+02
1.715812674267750708e+02,1.503977902524450769e+02,1.656280671316580992e+02,1.654036612232866617e+02
1.044202823181961470e+01,1.044202823181961470e+01,1.044202823181961470e+01,1.044202823181961470e+01
3.693323517841319870e+01,5.593935572178602911e+01,2.596762654708548723e+01,3.999245480877286241e+01
1.826897932221491061e+01,2.075743412176456459e+01,1.336120086611574997e+01,2.031908177382027247e+01
8.166959104219746735e+01,4.785824200591719801e+01,5.338913446851312017e+01,2.848747283159357835e+01
8.855468654432543474e+01,1.076031583000212066e+02,8.621747844227982682e+01,8.460927078405262591e+01
1.755749747351037797e+02,1.493590847407038780e+02,1.569429958078897016e+02,1.660869920242198248e+02
5.158739646547515889e+01,4.780274626266891147e+01,5.575253807687166585e+01,5.025327105495950519e+01
4.825768588036409312e+01,7.142383345565501429e+01,3.405925051877257204e+01,4.665973024816025827e+01
4.390255698375741389e+01,7.646167256154431868e+01,8.453723633751766897e+01,9.334021198967985811e+01
7.221333671733088977e+01,4.345137266365841811e+01,7.038902942708571686e+01,8.236971593645480993e+01
2.041217903731258616e+02,6.787227617453379480e+01,9.134238828370314423e+01,1.166098647732899138e+02
4.806323205943267851e+01,2.224110671513346205e+01,3.528356420613964417e+01,4.381930518073777847e+01
2.280700059832515336e+01,1.974987812387122688e+01,2.014573384589043314e+01,2.566670447467273686e+00
2.772011902482642398e+01,2.120359392102487561e+01,3.124585801112395345e+01,1.557623514561907463e+01
4.020413232192196062e+01,2.778183613996969470e+01,4.869992403058228803e+01,5.343129275816721702e+01
3.982945857397769629e+01,7.937519224352404024e+01,1.357892208591195811e+02,1.371804919929097935e+02
5.878948685232592197e+01,7.100759592795537856e+01,6.056041436155710755e+01,6.700320769199352355e+01
2.356355273776974713e+01,1.712484378310379896e+01,2.060828596822418746e+01,3.559599701737186095e+00
1.190312146836379270e+02,2.175711785030189276e+02,1.756274059466493043e+02,5.959810600911222167e+01
1.564940049948519274e+01,1.894825271582397264e+01,1.833623535129477133e+01,1.314591998022852337e+01
5.448463538458553579e+00,1.111469216707407384e+02,1.028190884557036782e+02,7.061360416696740572e+01
3.090599858226207530e+01,1.385001991013802147e+01,1.111296759903536469e+01,1.176087719591183145e+01
3.037222505117813398e+01,3.097348649786471242e+01,4.104746554494762023e+01,2.339613549375828327e+01
7.808036520221515175e+00,3.075025472908710000e+01,3.372350939395143143e+01,1.698217008747291956e+01
1.195646939181645934e+02,1.456273661160920483e+02,1.491851535811993017e+02,1.356081649265204589e+02
2.992879814523022119e+01,3.306615760344082844e+01,4.792730307761934228e+01,3.986340285528712712e+01
1.006678966815755984e+02,9.857608145729059856e+01,8.134763690766055788e+01,7.983840324450507353e+01
