0	1	0	0	whose death episode is High Sparrow	:High_Sparrow	:Despondent_man
1	1	0	0	death episode of High Sparrow	:High_Sparrow	:The_Winds_of_Winter
2	1	0	0	what High Sparrow is the side two commander of	:High_Sparrow	:Standoff_at_the_Great_Sept_of_Baelor
0	1	0	0	the season that Todder appeared in	:Todder	:Season_1,:Season_3,:Season_5
0	1	0	0	allegiance of Todder	:Todder	:Night's_Watch
1	1	0	0	whose first side force is Todder	:Todder	:Massacre_at_Hardhome
2	1	0	0	episode Todder first appeared in	:Todder	:You_Win_or_You_Die
0	1	0	0	participated as first side in Execution of Eddard Stark	:Execution_of_Eddard_Stark	:Kingsguard,:City_Watch,:Ilyn_Payne
0	1	0	0	what was followed by Execution of Eddard Stark	:Execution_of_Eddard_Stark	:Battle_of_the_Camps
1	1	0	0	location of Execution of Eddard Stark	:Execution_of_Eddard_Stark	:King's_Landing,:The_Crownlands,:Great_Sept_of_Baelor
2	1	0	0	what followed Execution of Eddard Stark	:Execution_of_Eddard_Stark	:Liberation_of_Raventree_Hall
0	1	0	0	what Battle of the Gullet is concurrent with	:Battle_of_the_Gullet	:Siege_of_Rook's_Rest
0	1	0	0	what is before Battle of the Gullet	:Battle_of_the_Gullet	:Assault_on_Harrenhal
1	1	0	0	what first side of Battle of the Gullet is	:Battle_of_the_Gullet	:Greens,:Lys,:Tyrosh,:Myr
2	1	0	0	what second side of Battle of the Gullet is	:Battle_of_the_Gullet	:Blacks,:House_Velaryon
0	1	0	0	spouse of Rhaena Targaryen	:Rhaena_Targaryen_(daughter_of_Aenys)	:Maegor_Targaryen,:Aegon_Targaryen_(son_of_Aenys)
0	1	0	0	father of Rhaena Targaryen	:Rhaena_Targaryen_(daughter_of_Aenys)	:Aenys_Targaryen
1	1	0	0	sibling of Rhaena Targaryen	:Rhaena_Targaryen_(daughter_of_Aenys)	:Jaehaerys_I_Targaryen,:Alysanne_Targaryen
2	1	0	0	whose child is Rhaena Targaryen	:Rhaena_Targaryen_(daughter_of_Aenys)	:Aenys_Targaryen
0	1	0	0	what Craster is the side one commander of	:Craster	:Mutiny_at_Craster's_Keep
0	1	0	0	death episode of Craster	:Craster	:And_Now_His_Watch_is_Ended
1	1	0	0	culture of Craster	:Craster	:Free_Folk
2	1	0	0	what caused death of Craster	:Craster	:Karl_Tanner
0	1	0	0	first episode of Moro's wife 2	:Moro's_wife_2	:The_Red_Woman
0	1	0	0	where Moro's wife is	:Moro's_wife_2	:Dothraki_Sea
1	1	0	0	the season that Moro's wife appeared in	:Moro's_wife_2	:Season_6
2	1	0	0	allegiance of Moro's wife 2	:Moro's_wife_2	:Moro
2	1	0	0	whose first side is House Mormont	:House_Mormont	:Battle_of_the_Bastards,:Unification_of_the_North
0	1	0	0	those allied with House Mormont	:House_Mormont	:Jorah_Mormont,:Jeor_Mormont,:Maege_Mormont,:Lyanna_Mormont,:Lynesse_Hightower
2	1	0	0	whose ruler is House Mormont	:House_Mormont	:Bear_Island
0	1	0	0	whose child is Edmure Tully	:Edmure_Tully	:Hoster_Tully,:Minisa_Tully
0	1	0	0	father of Edmure Tully	:Edmure_Tully	:Hoster_Tully
1	1	0	0	preceded Edmure Tully	:Edmure_Tully	:Hoster_Tully
2	1	0	0	child of Edmure Tully	:Edmure_Tully	:Tully_(son_of_Edmure)
0	1	0	0	allegiance of Sarra Frey	:Sarra_Frey	:House_Frey
0	1	0	0	the season that Sarra Frey appeared in	:Sarra_Frey	:Season_3
1	1	0	0	culture of Sarra Frey	:Sarra_Frey	:Andals
2	1	0	0	place of Sarra Frey	:Sarra_Frey	:The_Twins
0	1	0	0	the season that Daemon I Blackfyre appeared in	:Daemon_I_Blackfyre	:Season_1
0	1	0	0	mother of Daemon I Blackfyre	:Daemon_I_Blackfyre	:Daena_Targaryen
1	1	0	0	title of Daemon I Blackfyre	:Daemon_I_Blackfyre	:King_of_the_Andals,_the_Rhoynar,_and_the_First_Men,:Protector_of_the_Realm,:Lord_of_the_Seven_Kingdoms
2	1	0	0	child of Daemon I Blackfyre	:Daemon_I_Blackfyre	:Daemon_II_Blackfyre,:Aemon_Blackfyre,:Aegon_Blackfyre
0	1	0	0	appeared in What is Dead May Never Die	:What_is_Dead_May_Never_Die	:Drowned_Priest
0	1	0	0	who died in episode What is Dead May Never Die	:What_is_Dead_May_Never_Die	:Yoren
1	1	0	0	What is Dead May Never Die is the last of	:What_is_Dead_May_Never_Die	:Timett,:Yoren,:Lommy
2	1	0	0	first episode is What is Dead May Never Die	:What_is_Dead_May_Never_Die	:Margaery_Tyrell,:Brienne_of_Tarth,:Amory_Lorch,:Polliver
0	1	0	0	culture of Urzen	:Urzen	:Ironborn
0	1	0	0	the season that Urzen appeared in	:Urzen	:Season_2
1	1	0	0	religion of Urzen	:Urzen	:Drowned_God
2	1	0	0	allegiance of Urzen	:Urzen	:House_Greyjoy
0	1	0	0	religion of Rickon Stark	:Rickon_Stark	:Old_Gods_of_the_Forest
0	1	0	0	whose allegiance is Rickon Stark	:Rickon_Stark	:Shaggydog
1	1	0	0	sibling of Rickon Stark	:Rickon_Stark	:Jon_Snow,:Robb_Stark,:Arya_Stark,:Sansa_Stark,:Bran_Stark
2	1	0	0	death episode of Rickon Stark	:Rickon_Stark	:Battle_of_the_Bastards
0	1	0	0	a Animal	:Type:Animal	:Summer,:Ghost,:Shaggydog,:Grey_Wind,:Lady,:Drogon,:Viserion,:Rhaegal,:Balerion,:Nymeria_(direwolf),:Vhagar,:Bastard's_girls
0	1	0	0	allegiance of Anguy	:Anguy	:Brotherhood_Without_Banners
0	1	0	0	place of Anguy	:Anguy	:The_Stormlands,:Dornish_Marches
1	1	0	0	religion of Anguy	:Anguy	:R'hllor
2	1	0	0	last of Anguy	:Anguy	:The_Bear_and_the_Maiden_Fair_(episode)
0	1	0	0	last of Silk King	:Silk_King	:A_Man_Without_Honor
0	1	0	0	episode Silk King first appeared in	:Silk_King	:Garden_of_Bones
1	1	0	0	location of Silk King	:Silk_King	:Qarth
2	1	0	0	culture of Silk King	:Silk_King	:Qarth
0	1	0	0	what was ruled by House Hightower	:House_Hightower	:Oldtown,:The_Hightower,:The_Citadel
0	1	0	0	whose first side is House Hightower	:House_Hightower	:Sack_of_Tumbleton
1	1	0	0	whose second side is House Hightower	:House_Hightower	:Dance_of_the_Dragons
2	1	0	0	those allied with House Hightower	:House_Hightower	:Gerold_Hightower,:Alicent_Hightower,:Alerie_Tyrell,:Otto_Hightower,:Lynesse_Hightower
0	1	0	0	what is after Assassination of Jon Arryn	:Assassination_of_Jon_Arryn	:Massacre_in_the_Red_Keep
0	1	0	0	what second side of Assassination of Jon Arryn is	:Assassination_of_Jon_Arryn	:House_Arryn
1	1	0	0	participated as second side in Assassination of Jon Arryn	:Assassination_of_Jon_Arryn	:Jon_Arryn
2	1	0	0	location of Assassination of Jon Arryn	:Assassination_of_Jon_Arryn	:King's_Landing,:Red_Keep,:The_Crownlands
0	1	0	0	preceded Master of Coin	:Master_of_Coin	:Tyrion_Lannister,:Petyr_Baelish,:Daemon_Targaryen,:Lyman_Beesbury
0	1	0	0	whose predecessor is Master of Coin	:Master_of_Coin	:Tyrion_Lannister,:Mace_Tyrell,:Tyland_Lannister,:Lyman_Beesbury
1	1	0	0	what Master of Coin is the side two commander of	:Master_of_Coin	:Massacre_in_the_Red_Keep
2	1	0	0	whose title is Master of Coin	:Master_of_Coin	:Tyrion_Lannister,:Mace_Tyrell,:Petyr_Baelish,:Daemon_Targaryen,:Tyland_Lannister,:Lyman_Beesbury
0	1	0	0	allegiance of Boros Blount	:Boros_Blount	:Kingsguard
0	1	0	0	title of Boros Blount	:Boros_Blount	:Knighthood
1	1	0	0	the season that Boros Blount appeared in	:Boros_Blount	:Season_1,:Season_6,:Season_3,:Season_4,:Season_2,:Season_5
2	1	0	0	what Boros Blount is the side one commander of	:Boros_Blount	:Battle_of_the_Blackwater
0	1	0	0	place of Aenys Targaryen	:Aenys_Targaryen	:Dragonstone_(castle)
0	1	0	0	mother of Aenys Targaryen	:Aenys_Targaryen	:Rhaenys_Targaryen_(sister_of_Aegon_I)
1	1	0	0	title of Aenys Targaryen	:Aenys_Targaryen	:King_of_the_Andals,_the_Rhoynar,_and_the_First_Men,:Protector_of_the_Realm,:Lord_of_the_Seven_Kingdoms
2	1	0	0	sibling of Aenys Targaryen	:Aenys_Targaryen	:Maegor_Targaryen
0	1	0	0	death episode of Great Master 1	:Great_Master_1_(Kill_the_Boy)	:Kill_the_Boy
0	1	0	0	culture of Great Master 1	:Great_Master_1_(Kill_the_Boy)	:Meereen,:Ghiscari
1	1	0	0	allegiance of Great Master 1	:Great_Master_1_(Kill_the_Boy)	:Great_Masters
2	1	0	0	Great Master appeared in	:Great_Master_1_(Kill_the_Boy)	:Kill_the_Boy
0	1	0	0	what followed Surrender of the Crag	:Surrender_of_the_Crag	:Battle_of_the_Blackwater,:Liberation_of_Harrenhal,:Battle_of_Stone_Mill
0	1	0	0	participated as first side in Surrender of the Crag	:Surrender_of_the_Crag	:Talisa_Stark
1	1	0	0	what a conflict of Surrender of the Crag is	:Surrender_of_the_Crag	:War_of_the_Five_Kings
2	1	0	0	what first side of Surrender of the Crag is	:Surrender_of_the_Crag	:House_Stark
0	1	0	0	episode Myranda first appeared in	:Myranda	:The_Bear_and_the_Maiden_Fair_(episode)
0	1	0	0	where Myranda died for first side	:Myranda	:Battle_of_Winterfell
1	1	0	0	the season that Myranda appeared in	:Myranda	:Season_6,:Season_3,:Season_4,:Season_5
2	1	0	0	what caused death of Myranda	:Myranda	:Sansa_Stark,:Theon_Greyjoy
0	1	0	0	what is after Assassination of Balon Greyjoy	:Assassination_of_Balon_Greyjoy	:Capture_of_Riverrun,:Kingsmoot
0	1	0	0	what was followed by Assassination of Balon Greyjoy	:Assassination_of_Balon_Greyjoy	:Second_Battle_of_Deepwood_Motte
1	1	0	0	what followed Assassination of Balon Greyjoy	:Assassination_of_Balon_Greyjoy	:Capture_of_Riverrun
2	1	0	0	died from Assassination of Balon Greyjoy	:Assassination_of_Balon_Greyjoy	:Balon_Greyjoy
0	1	0	0	appeared in The Rains of Castamere	:The_Rains_of_Castamere_(episode)	:Roslin_Tully,:Shirei_Frey,:Walda_Frey_(The_Rains_of_Castamere),:Derwa_Frey,:Waldra_Frey,:Sarra_Frey,:Serra_Frey,:Neyela_Frey,:Janeya_Frey,:Wendel_Manderly,:Freya_Frey,:Old_man
0	1	0	0	whose death episode is The Rains of Castamere	:The_Rains_of_Castamere_(episode)	:Robb_Stark,:Catelyn_Stark,:Joyeuse_Frey,:Talisa_Stark,:Old_man
1	1	0	0	first episode is The Rains of Castamere	:The_Rains_of_Castamere_(episode)	:Marianne_Frey
2	1	0	0	whose last was The Rains of Castamere	:The_Rains_of_Castamere_(episode)	:Robb_Stark,:Catelyn_Stark,:Arwaya_Frey,:Joyeuse_Frey,:Shaggydog,:Grey_Wind,:Talisa_Stark,:Orell
0	1	0	0	whose first side is Hill tribes	:Hill_tribes	:War_of_the_Five_Kings,:Battle_of_the_Green_Fork
0	1	0	0	died from Hill tribes	:Hill_tribes	:Willis_Wode
0	1	0	0	whose culture is Hill tribes	:Hill_tribes	:Timett,:Chella,:Shagga
0	1	0	0	whose sibling is Tyland Lannister	:Tyland_Lannister	:Jason_Lannister
0	1	0	0	title of Tyland Lannister	:Tyland_Lannister	:Hand_of_the_King,:Master_of_Coin
1	1	0	0	preceded Tyland Lannister	:Tyland_Lannister	:Master_of_Coin,:Lyman_Beesbury
2	1	0	0	allegiance of Tyland Lannister	:Tyland_Lannister	:House_Lannister,:Greens
0	1	0	0	culture of Olly	:Olly	:Northmen
0	1	0	0	father of Olly	:Olly	:Guymon
1	1	0	0	what Olly is the side two participant of	:Olly	:Mutiny_at_Castle_Black
2	1	0	0	whose family is Olly	:Olly	:Guymon,:Olly's_mother
0	1	0	0	father of Helaena Targaryen	:Helaena_Targaryen	:Viserys_I_Targaryen
0	1	0	0	whose mother is Helaena Targaryen	:Helaena_Targaryen	:Jaehaera_Targaryen,:Maelor_Targaryen,:Jaehaerys_Targaryen_(son_of_Aegon_II)
1	1	0	0	whose sibling is Helaena Targaryen	:Helaena_Targaryen	:Rhaenyra_Targaryen,:Aegon_II_Targaryen,:Aemond_Targaryen
2	1	0	0	whose child is Helaena Targaryen	:Helaena_Targaryen	:Viserys_I_Targaryen,:Alicent_Hightower
0	1	0	0	whose sibling is Gryff Whitehill	:Gryff_Whitehill	:Gwyn_Whitehill,:Torrhen_Whitehill,:Ebbert_Whitehill,:Karl_Whitehill
0	1	0	0	whose child is Gryff Whitehill	:Gryff_Whitehill	:Ludd_Whitehill,:Lady_Whitehill
1	1	0	0	second side led by Gryff Whitehill	:Gryff_Whitehill	:Capture_of_the_Whitehill_Garrison
2	1	0	0	what Gryff Whitehill is the side two commander of	:Gryff_Whitehill	:Battle_of_Ironrath,:Forrester-Whitehill_conflict,:Ambush_at_the_Harbor
0	1	0	0	what followed Ghiscari Wars	:Ghiscari_Wars	:Rhoynish_Wars
0	1	0	0	where Ghiscari Wars happened	:Ghiscari_Wars	:Bay_of_Dragons,:Essos,:Valyrian_Peninsula
1	1	0	0	what was followed by Ghiscari Wars	:Ghiscari_Wars	:Andal_Invasion
2	1	0	0	side one commander of Ghiscari Wars	:Ghiscari_Wars	:Valyrian_Freehold
0	1	0	0	Siege of Astapor is a battle of	:Siege_of_Astapor	:Liberation_of_Slaver's_Bay
0	1	0	0	what was followed by Siege of Astapor	:Siege_of_Astapor	:Battle_of_Yunkai
1	1	0	0	what first side of Siege of Astapor is	:Siege_of_Astapor	:Yunkai
2	1	0	0	what a conflict of Siege of Astapor is	:Siege_of_Astapor	:Liberation_of_Slaver's_Bay
0	1	0	0	what killed Jon Umber	:Jon_Umber_(Greatjon)	:War_of_the_Five_Kings
0	1	0	0	what Jon Umber is the side one commander of	:Jon_Umber_(Greatjon)	:Battle_of_the_Whispering_Wood,:Battle_of_the_Camps,:Liberation_of_Stone_Hedge,:Liberation_of_Raventree_Hall
1	1	0	0	episode Jon Umber first appeared in	:Jon_Umber_(Greatjon)	:The_Pointy_End
2	1	0	0	allegiance of Jon Umber	:Jon_Umber_(Greatjon)	:House_Stark,:House_Umber
0	1	0	0	allegiance of Amory Lorch	:Amory_Lorch	:House_Lannister
0	1	0	0	the season that Amory Lorch appeared in	:Amory_Lorch	:Season_2
1	1	0	0	title of Amory Lorch	:Amory_Lorch	:Knighthood
2	1	0	0	what Amory Lorch is the side one commander of	:Amory_Lorch	:War_of_the_Five_Kings,:Sack_of_King's_Landing
0	1	0	0	allegiance of Anya Waynwood	:Anya_Waynwood	:House_Arryn
0	1	0	0	whose mother is Anya Waynwood	:Anya_Waynwood	:Donnel_Waynwood
1	1	0	0	the season that Anya Waynwood appeared in	:Anya_Waynwood	:Season_4
2	1	0	0	Anya Waynwood appeared in	:Anya_Waynwood	:The_Mountain_and_the_Viper
0	1	0	0	Fall of King's Landing is a battle of	:Fall_of_King's_Landing	:Dance_of_the_Dragons
0	1	0	0	first side force of Fall of King's Landing	:Fall_of_King's_Landing	:City_Watch
1	1	0	0	side two commander of Fall of King's Landing	:Fall_of_King's_Landing	:Rhaenyra_Targaryen,:Daemon_Targaryen
2	1	0	0	what first side of Fall of King's Landing is	:Fall_of_King's_Landing	:Greens
0	1	0	0	religion of Gerold Hightower	:Gerold_Hightower	:Faith_of_the_Seven
0	1	0	0	preceded by Gerold Hightower	:Gerold_Hightower	:Barristan_Selmy
1	1	0	0	culture of Gerold Hightower	:Gerold_Hightower	:Andals
2	1	0	0	episode where Gerold Hightower died	:Gerold_Hightower	:Oathbreaker
0	1	0	0	Waldra Frey appeared in	:Waldra_Frey	:The_Rains_of_Castamere_(episode)
0	1	0	0	whose family is Waldra Frey	:Waldra_Frey	:Merry_Frey,:Sarra_Frey,:Serra_Frey,:Neyela_Frey,:Janeya_Frey,:Freya_Frey
1	1	0	0	mother of Waldra Frey	:Waldra_Frey	:Joyeuse_Frey,:Kitty_Frey
2	1	0	0	whose child is Waldra Frey	:Waldra_Frey	:Walder_Frey
0	1	0	0	first episode of Lorren	:Lorren	:The_Ghost_of_Harrenhal
0	1	0	0	culture of Lorren	:Lorren	:Ironborn
1	1	0	0	whose first side force is Lorren	:Lorren	:Fall_of_Winterfell
2	1	0	0	allegiance of Lorren	:Lorren	:House_Greyjoy
0	1	0	0	what Shae is the side one participant of	:Shae	:Court_trial_of_Tyrion_Lannister,:Assassination_at_the_Tower_of_the_Hand
0	1	0	0	lover of Shae	:Shae	:Tyrion_Lannister,:Tywin_Lannister
1	1	0	0	first episode of Shae	:Shae	:Baelor
2	1	0	0	last of Shae	:Shae	:The_Children
1	1	0	0	mentioned is episode Mockingbird	:Mockingbird	:Jon_Arryn,:Elia_Martell,:Hoster_Tully,:Lollys_Stokeworth,:Falyse_Stokeworth,:Stokeworth_(Lord),:Hobb
1	1	0	0	who died in episode Mockingbird	:Mockingbird	:Lysa_Arryn,:Rorge,:Biter
2	1	0	0	Mockingbird is the last of	:Mockingbird	:Lysa_Arryn,:Hot_Pie,:Rorge,:Biter
0	1	0	0	last of Mordane	:Mordane	:Fire_and_Blood,:The_Pointy_End
0	1	0	0	first episode of Mordane	:Mordane	:Winter_Is_Coming
1	1	0	0	what caused death of Mordane	:Mordane	:House_Lannister
2	1	0	0	death episode of Mordane	:Mordane	:The_Pointy_End
0	1	0	0	allegiance of Dorea Sand	:Dorea_Sand	:House_Martell
0	1	0	0	mother of Dorea Sand	:Dorea_Sand	:Ellaria_Sand
1	1	0	0	episode where Dorea Sand was mentioned in	:Dorea_Sand	:First_of_His_Name
2	1	0	0	father of Dorea Sand	:Dorea_Sand	:Oberyn_Martell
2	1	0	0	religion of Haystack Hall	:Haystack_Hall	:Faith_of_the_Seven
1	1	0	0	location of Haystack Hall	:Haystack_Hall	:Westeros
0	1	0	0	has the Haystack Hall castle	:Haystack_Hall	:The_Stormlands,:Kingdom_of_the_Stormlands
0	1	0	0	sibling of Sarella Sand	:Sarella_Sand	:Tyene_Sand,:Nymeria_Sand,:Obara_Sand,:Obella_Sand,:Loreza_Sand,:Dorea_Sand,:Elia_Sand
0	1	0	0	culture of Sarella Sand	:Sarella_Sand	:Dornishmen
1	1	0	0	episode where Sarella Sand was mentioned in	:Sarella_Sand	:First_of_His_Name
2	1	0	0	the season that Sarella Sand appeared in	:Sarella_Sand	:Season_4
0	1	0	0	whose first side casualty is Cooper	:Cooper	:Battle_of_Castle_Black
0	1	0	0	the season that Cooper appeared in	:Cooper	:Season_4
1	1	0	0	Cooper appeared in	:Cooper	:The_Watchers_on_the_Wall
2	1	0	0	what killed Cooper	:Cooper	:Mag_Mar_Tun_Doh_Weg
0	1	0	0	what Olenna Tyrell is the side one commander of	:Olenna_Tyrell	:Standoff_at_the_Great_Sept_of_Baelor
0	1	0	0	the season that Olenna Tyrell appeared in	:Olenna_Tyrell	:Season_6,:Season_3,:Season_4,:Season_5,:Season_7
1	1	0	0	died from Olenna Tyrell	:Olenna_Tyrell	:Joffrey_Baratheon
2	1	0	0	whose family is Olenna Tyrell	:Olenna_Tyrell	:Garlan_Tyrell,:Allana_Tyrell,:Tyrell_lady,:Willas_Tyrell,:Paxter_Redwyne
0	1	0	0	last of Myrcella Baratheon	:Myrcella_Baratheon	:Mother's_Mercy,:Home
0	1	0	0	episode where Myrcella Baratheon died	:Myrcella_Baratheon	:Mother's_Mercy
1	1	0	0	culture of Myrcella Baratheon	:Myrcella_Baratheon	:Andals
2	1	0	0	mother of Myrcella Baratheon	:Myrcella_Baratheon	:Cersei_Lannister
0	1	0	0	whose second side casualty is King of the Andals, the Rhoynar, and the First Men	:King_of_the_Andals,_the_Rhoynar,_and_the_First_Men	:Battle_of_Winterfell
0	1	0	0	preceded by King of the Andals, the Rhoynar, and the First Men	:King_of_the_Andals,_the_Rhoynar,_and_the_First_Men	:Joffrey_Baratheon
1	1	0	0	whose title is King of the Andals, the Rhoynar, and the First Men	:King_of_the_Andals,_the_Rhoynar,_and_the_First_Men	:Robert_Baratheon,:Stannis_Baratheon,:Joffrey_Baratheon,:Aerys_II_Targaryen,:Tommen_Baratheon,:Rhaenyra_Targaryen,:Aegon_III_Targaryen,:Daeron_II_Targaryen,:Renly_Baratheon,:Aegon_II_Targaryen,:Aegon_IV_Targaryen,:Aegon_I_Targaryen,:Daemon_I_Blackfyre,:Aegon_V_Targaryen,:Viserys_II_Targaryen,:Baelor_Targaryen,:Maegor_Targaryen,:Viserys_I_Targaryen,:Aerys_I_Targaryen,:Aenys_Targaryen,:Daeron_I_Targaryen,:Jaehaerys_I_Targaryen,:Maelys_Blackfyre
2	1	0	0	what King of the Andals, the Rhoynar, and the First Men is the side one commander of	:King_of_the_Andals,_the_Rhoynar,_and_the_First_Men	:Battle_of_Castle_Black,:Purple_Wedding
0	1	0	0	who died in episode Iron From Ice	:Iron_From_Ice	:Gregor_Forrester,:Ethan_Forrester,:Gared's_father,:Gared's_sister,:Bowen_(Squire)
0	1	0	0	mentioned is episode Iron From Ice	:Iron_From_Ice	:Thorren_Forrester,:Branfield_(Lord)
1	1	0	0	whose last was Iron From Ice	:Iron_From_Ice	:Gregor_Forrester,:Ethan_Forrester,:Gared's_father,:Gared's_sister,:Bowen_(Squire)
2	1	0	0	what was preceded by Iron From Ice	:Iron_From_Ice	:The_Lost_Lords
0	1	0	0	whose second side is House Whitehill	:House_Whitehill	:Red_Wedding,:Battle_of_Ironrath,:Forrester-Whitehill_conflict,:Ambush_at_the_Harbor,:Capture_of_the_Whitehill_Garrison,:Skirmish_at_the_Tuttle_Farm
0	1	0	0	those allied with House Whitehill	:House_Whitehill	:Ludd_Whitehill,:Ryon_Forrester,:Duncan_Tuttle,:Gwyn_Whitehill,:Torrhen_Whitehill,:Harys,:Ebbert_Whitehill,:Royland_Degore,:Karl_Whitehill,:Lady_Whitehill,:Britt_Warrick
1	1	0	0	what was ruled by House Whitehill	:House_Whitehill	:Ironrath,:Highpoint
2	1	0	0	whose first side is House Whitehill	:House_Whitehill	:War_of_the_Five_Kings,:Assassination_of_Ethan_Forrester
0	1	0	0	culture of Karlon Stark	:Karlon_Stark	:Northmen
0	1	0	0	place of Karlon Stark	:Karlon_Stark	:Winterfell
1	1	0	0	allegiance of Karlon Stark	:Karlon_Stark	:House_Stark,:House_Karstark
2	1	0	0	what Karlon Stark is the side one commander of	:Karlon_Stark	:Unification_of_the_North
0	1	0	0	culture of Morgana Umber	:Morgana_Umber	:Northmen
0	1	0	0	mother of Morgana Umber	:Morgana_Umber	:Hollys_Umber
1	1	0	0	sibling of Morgana Umber	:Morgana_Umber	:Finn_Umber,:Kear_Umber,:Brandon_Umber,:Emilia_Umber
2	1	0	0	father of Morgana Umber	:Morgana_Umber	:Gareth_Umber
0	1	0	0	whose allegiance is House Tarly	:House_Tarly	:Samwell_Tarly,:Randyll_Tarly,:Dickon_Tarly,:Melessa_Tarly,:Talla_Tarly
0	1	0	0	whose first side is House Tarly	:House_Tarly	:Vulture_Hunt
1	1	0	0	whose second side is House Tarly	:House_Tarly	:Battle_of_Ashford
2	1	0	0	what was ruled by House Tarly	:House_Tarly	:Horn_Hill
0	1	0	0	whose ruler is House Baratheon of Dragonstone	:House_Baratheon_of_Dragonstone	:Dragonstone_(castle),:Dragonstone_(island)
0	1	0	0	those allied with House Baratheon of Dragonstone	:House_Baratheon_of_Dragonstone	:Stannis_Baratheon,:Davos_Seaworth,:Shireen_Baratheon,:Matthos_Seaworth,:Axell_Florent,:Imry_Florent,:Salladhor_Saan,:Baratheon_officer,:Baratheon_General
1	1	0	0	whose second side is House Baratheon of Dragonstone	:House_Baratheon_of_Dragonstone	:War_of_the_Five_Kings,:Battle_of_the_Blackwater,:Battle_of_Winterfell
2	1	0	0	whose first side is House Baratheon of Dragonstone	:House_Baratheon_of_Dragonstone	:Conflict_Beyond_the_Wall,:Battle_of_Castle_Black,:Massacre_at_Hardhome,:Assassination_of_Renly_I
0	1	0	0	whose spouse is Rhaegar Targaryen	:Rhaegar_Targaryen	:Elia_Martell
0	1	0	0	religion of Rhaegar Targaryen	:Rhaegar_Targaryen	:Faith_of_the_Seven
1	1	0	0	spouse of Rhaegar Targaryen	:Rhaegar_Targaryen	:Elia_Martell
2	1	0	0	child of Rhaegar Targaryen	:Rhaegar_Targaryen	:Jon_Snow,:Lyanna_Stark,:Aegon_Targaryen_(son_of_Rhaegar),:Rhaenys_Targaryen_(daughter_of_Rhaegar)
0	1	0	0	religion of Samwell Tarly	:Samwell_Tarly	:Faith_of_the_Seven,:Old_Gods_of_the_Forest
0	1	0	0	child of Samwell Tarly	:Samwell_Tarly	:Sam
1	1	0	0	place of Samwell Tarly	:Samwell_Tarly	:The_Reach,:Horn_Hill
2	1	0	0	whom Samwell Tarly is a lover of	:Samwell_Tarly	:Gilly
0	1	0	0	allegiance of Gwyn Whitehill	:Gwyn_Whitehill	:House_Forrester,:House_Whitehill
0	1	0	0	father of Gwyn Whitehill	:Gwyn_Whitehill	:Ludd_Whitehill
1	1	0	0	whose child is Gwyn Whitehill	:Gwyn_Whitehill	:Ludd_Whitehill,:Lady_Whitehill
2	1	0	0	whose sibling is Gwyn Whitehill	:Gwyn_Whitehill	:Torrhen_Whitehill,:Ebbert_Whitehill,:Karl_Whitehill
1	1	0	0	mentioned is episode Lord Snow	:Lord_Snow	:Aerys_II_Targaryen,:Jon_Arryn,:Rickard_Stark,:Brandon_Stark_(son_of_Rickard),:Bharbo,:Mikken
0	1	0	0	first mentioned Lord Snow	:Lord_Snow	:Duncan_the_Tall
1	1	0	0	first episode is Lord Snow	:Lord_Snow	:Renly_Baratheon,:Petyr_Baelish,:Barristan_Selmy,:Lancel_Lannister,:Jeor_Mormont,:Varys,:Alliser_Thorne,:Aemon,:Pycelle,:Grenn,:Pypar,:Rakharo,:Old_Nan,:Yoren,:Syrio_Forel
0	1	0	0	Aggo appeared in	:Aggo	:The_North_Remembers
0	1	0	0	allegiance of Aggo	:Aggo	:House_Targaryen,:Drogo,:Khal
1	1	0	0	culture of Aggo	:Aggo	:Dothraki
2	1	0	0	location of Aggo	:Aggo	:Dothraki_Sea
0	1	0	0	family of Addam Marbrand	:Addam_Marbrand	:Damon_Marbrand
0	1	0	0	episode where Addam Marbrand was mentioned in	:Addam_Marbrand	:The_Pointy_End
1	1	0	0	whose family is Addam Marbrand	:Addam_Marbrand	:Damon_Marbrand
2	1	0	0	religion of Addam Marbrand	:Addam_Marbrand	:Faith_of_the_Seven
0	1	0	0	whose allegiance is House Dayne	:House_Dayne	:Arthur_Dayne,:Dyanna_Dayne,:Dayne_(son_of_Davos),:Davos_Dayne,:Beric_Dayne,:Vorian_Dayne
0	1	0	0	whose ruler is House Dayne	:House_Dayne	:Starfall
1	1	0	0	whose second side is House Dayne	:House_Dayne	:Nymeria's_War
2	1	0	0	whose first side is House Dayne	:House_Dayne	:Nymeria's_War
0	1	0	0	located in Stone Hedge	:Stone_Hedge	:Wyllis_Bracken,:Jonos_Bracken
0	1	0	0	location of Stone Hedge	:Stone_Hedge	:Westeros,:The_Riverlands
1	1	0	0	religion of Stone Hedge	:Stone_Hedge	:Faith_of_the_Seven
2	1	0	0	Stone Hedge is a castle in	:Stone_Hedge	:The_Riverlands,:Kingdom_of_the_River_and_the_Hills
0	1	0	0	title of Harwyn Hoare	:Harwyn_Hoare	:King_of_the_Iron_Islands
0	1	0	0	religion of Harwyn Hoare	:Harwyn_Hoare	:Drowned_God
1	1	0	0	allegiance of Harwyn Hoare	:Harwyn_Hoare	:House_Hoare
2	1	0	0	culture of Harwyn Hoare	:Harwyn_Hoare	:Ironborn
0	1	0	0	allegiance of Jonothor Darry	:Jonothor_Darry	:Kingsguard
